instance,seed,tuner_rc,best_configuration_present,output_dir,log_path
csched008.mps,3,0,1,/scratch/yorig/mpils-results-grid-ticks-10000-divide4/easy/32proc/seed-3/1_csched008_seed-3_20260427_075608,/scratch/yorig/mpils-results-grid-ticks-10000-divide4/easy/32proc/seed-3/1_csched008_seed-3_20260427_075608/run.log
fastxgemm-n2r6s0t2.mps,3,0,1,/scratch/yorig/mpils-results-grid-ticks-10000-divide4/easy/32proc/seed-3/2_fastxgemm-n2r6s0t2_seed-3_20260427_080948,/scratch/yorig/mpils-results-grid-ticks-10000-divide4/easy/32proc/seed-3/2_fastxgemm-n2r6s0t2_seed-3_20260427_080948/run.log
glass4.mps,3,0,1,/scratch/yorig/mpils-results-grid-ticks-10000-divide4/easy/32proc/seed-3/3_glass4_seed-3_20260427_081916,/scratch/yorig/mpils-results-grid-ticks-10000-divide4/easy/32proc/seed-3/3_glass4_seed-3_20260427_081916/run.log
lotsize.mps,3,0,1,/scratch/yorig/mpils-results-grid-ticks-10000-divide4/easy/32proc/seed-3/4_lotsize_seed-3_20260427_082146,/scratch/yorig/mpils-results-grid-ticks-10000-divide4/easy/32proc/seed-3/4_lotsize_seed-3_20260427_082146/run.log
mas74.mps,3,0,1,/scratch/yorig/mpils-results-grid-ticks-10000-divide4/easy/32proc/seed-3/5_mas74_seed-3_20260427_083522,/scratch/yorig/mpils-results-grid-ticks-10000-divide4/easy/32proc/seed-3/5_mas74_seed-3_20260427_083522/run.log
neos-4413714-turia.mps,3,0,1,/scratch/yorig/mpils-results-grid-ticks-10000-divide4/easy/32proc/seed-3/6_neos-4413714-turia_seed-3_20260427_090655,/scratch/yorig/mpils-results-grid-ticks-10000-divide4/easy/32proc/seed-3/6_neos-4413714-turia_seed-3_20260427_090655/run.log
qap10.mps,3,0,1,/scratch/yorig/mpils-results-grid-ticks-10000-divide4/easy/32proc/seed-3/7_qap10_seed-3_20260427_091323,/scratch/yorig/mpils-results-grid-ticks-10000-divide4/easy/32proc/seed-3/7_qap10_seed-3_20260427_091323/run.log
rocI-4-11.mps,3,0,1,/scratch/yorig/mpils-results-grid-ticks-10000-divide4/easy/32proc/seed-3/8_rocI-4-11_seed-3_20260427_091332,/scratch/yorig/mpils-results-grid-ticks-10000-divide4/easy/32proc/seed-3/8_rocI-4-11_seed-3_20260427_091332/run.log
supportcase18.mps,3,0,1,/scratch/yorig/mpils-results-grid-ticks-10000-divide4/easy/32proc/seed-3/9_supportcase18_seed-3_20260427_091356,/scratch/yorig/mpils-results-grid-ticks-10000-divide4/easy/32proc/seed-3/9_supportcase18_seed-3_20260427_091356/run.log
supportcase33.mps,3,0,1,/scratch/yorig/mpils-results-grid-ticks-10000-divide4/easy/32proc/seed-3/10_supportcase33_seed-3_20260427_091509,/scratch/yorig/mpils-results-grid-ticks-10000-divide4/easy/32proc/seed-3/10_supportcase33_seed-3_20260427_091509/run.log
