instance,seed,tuner_rc,best_configuration_present,output_dir,log_path
b1c1s1.mps,9,0,1,/scratch/yorig/mpils-results-grid-ticks-10000-divide4/medium-1/32proc/seed-9/1_b1c1s1_seed-9_20260427_091300,/scratch/yorig/mpils-results-grid-ticks-10000-divide4/medium-1/32proc/seed-9/1_b1c1s1_seed-9_20260427_091300/run.log
cost266-UUE.mps,9,0,1,/scratch/yorig/mpils-results-grid-ticks-10000-divide4/medium-1/32proc/seed-9/2_cost266-UUE_seed-9_20260427_092603,/scratch/yorig/mpils-results-grid-ticks-10000-divide4/medium-1/32proc/seed-9/2_cost266-UUE_seed-9_20260427_092603/run.log
csched007.mps,9,0,1,/scratch/yorig/mpils-results-grid-ticks-10000-divide4/medium-1/32proc/seed-9/3_csched007_seed-9_20260427_093824,/scratch/yorig/mpils-results-grid-ticks-10000-divide4/medium-1/32proc/seed-9/3_csched007_seed-9_20260427_093824/run.log
cvs16r128-89.mps,9,0,1,/scratch/yorig/mpils-results-grid-ticks-10000-divide4/medium-1/32proc/seed-9/4_cvs16r128-89_seed-9_20260427_095312,/scratch/yorig/mpils-results-grid-ticks-10000-divide4/medium-1/32proc/seed-9/4_cvs16r128-89_seed-9_20260427_095312/run.log
eilA101-2.mps,9,0,1,/scratch/yorig/mpils-results-grid-ticks-10000-divide4/medium-1/32proc/seed-9/5_eilA101-2_seed-9_20260427_100752,/scratch/yorig/mpils-results-grid-ticks-10000-divide4/medium-1/32proc/seed-9/5_eilA101-2_seed-9_20260427_100752/run.log
momentum1.mps,9,0,1,/scratch/yorig/mpils-results-grid-ticks-10000-divide4/medium-1/32proc/seed-9/6_momentum1_seed-9_20260427_105902,/scratch/yorig/mpils-results-grid-ticks-10000-divide4/medium-1/32proc/seed-9/6_momentum1_seed-9_20260427_105902/run.log
mushroom-best.mps,9,0,1,/scratch/yorig/mpils-results-grid-ticks-10000-divide4/medium-1/32proc/seed-9/7_mushroom-best_seed-9_20260427_111603,/scratch/yorig/mpils-results-grid-ticks-10000-divide4/medium-1/32proc/seed-9/7_mushroom-best_seed-9_20260427_111603/run.log
neos-1456979.mps,9,0,1,/scratch/yorig/mpils-results-grid-ticks-10000-divide4/medium-1/32proc/seed-9/8_neos-1456979_seed-9_20260427_115021,/scratch/yorig/mpils-results-grid-ticks-10000-divide4/medium-1/32proc/seed-9/8_neos-1456979_seed-9_20260427_115021/run.log
neos-3024952-loue.mps,9,0,1,/scratch/yorig/mpils-results-grid-ticks-10000-divide4/medium-1/32proc/seed-9/9_neos-3024952-loue_seed-9_20260427_120148,/scratch/yorig/mpils-results-grid-ticks-10000-divide4/medium-1/32proc/seed-9/9_neos-3024952-loue_seed-9_20260427_120148/run.log
neos-3555904-turama.mps,9,0,1,/scratch/yorig/mpils-results-grid-ticks-10000-divide4/medium-1/32proc/seed-9/10_neos-3555904-turama_seed-9_20260427_121439,/scratch/yorig/mpils-results-grid-ticks-10000-divide4/medium-1/32proc/seed-9/10_neos-3555904-turama_seed-9_20260427_121439/run.log
