instance,seed,tuner_rc,best_configuration_present,output_dir,log_path
b1c1s1.mps,1,0,1,/scratch/yorig/mpils-results-grid-seconds-10-4may/medium-1/4proc/seed-1/1_b1c1s1_seed-1_20260505_010610,/scratch/yorig/mpils-results-grid-seconds-10-4may/medium-1/4proc/seed-1/1_b1c1s1_seed-1_20260505_010610/run.log
cost266-UUE.mps,1,0,1,/scratch/yorig/mpils-results-grid-seconds-10-4may/medium-1/4proc/seed-1/2_cost266-UUE_seed-1_20260505_014144,/scratch/yorig/mpils-results-grid-seconds-10-4may/medium-1/4proc/seed-1/2_cost266-UUE_seed-1_20260505_014144/run.log
csched007.mps,1,0,1,/scratch/yorig/mpils-results-grid-seconds-10-4may/medium-1/4proc/seed-1/3_csched007_seed-1_20260505_020758,/scratch/yorig/mpils-results-grid-seconds-10-4may/medium-1/4proc/seed-1/3_csched007_seed-1_20260505_020758/run.log
cvs16r128-89.mps,1,0,1,/scratch/yorig/mpils-results-grid-seconds-10-4may/medium-1/4proc/seed-1/4_cvs16r128-89_seed-1_20260505_023638,/scratch/yorig/mpils-results-grid-seconds-10-4may/medium-1/4proc/seed-1/4_cvs16r128-89_seed-1_20260505_023638/run.log
eilA101-2.mps,1,0,1,/scratch/yorig/mpils-results-grid-seconds-10-4may/medium-1/4proc/seed-1/5_eilA101-2_seed-1_20260505_031228,/scratch/yorig/mpils-results-grid-seconds-10-4may/medium-1/4proc/seed-1/5_eilA101-2_seed-1_20260505_031228/run.log
momentum1.mps,1,0,1,/scratch/yorig/mpils-results-grid-seconds-10-4may/medium-1/4proc/seed-1/6_momentum1_seed-1_20260505_034749,/scratch/yorig/mpils-results-grid-seconds-10-4may/medium-1/4proc/seed-1/6_momentum1_seed-1_20260505_034749/run.log
mushroom-best.mps,1,0,1,/scratch/yorig/mpils-results-grid-seconds-10-4may/medium-1/4proc/seed-1/7_mushroom-best_seed-1_20260505_041703,/scratch/yorig/mpils-results-grid-seconds-10-4may/medium-1/4proc/seed-1/7_mushroom-best_seed-1_20260505_041703/run.log
neos-1456979.mps,1,0,1,/scratch/yorig/mpils-results-grid-seconds-10-4may/medium-1/4proc/seed-1/8_neos-1456979_seed-1_20260505_050222,/scratch/yorig/mpils-results-grid-seconds-10-4may/medium-1/4proc/seed-1/8_neos-1456979_seed-1_20260505_050222/run.log
neos-3024952-loue.mps,1,0,1,/scratch/yorig/mpils-results-grid-seconds-10-4may/medium-1/4proc/seed-1/9_neos-3024952-loue_seed-1_20260505_053034,/scratch/yorig/mpils-results-grid-seconds-10-4may/medium-1/4proc/seed-1/9_neos-3024952-loue_seed-1_20260505_053034/run.log
neos-3555904-turama.mps,1,0,1,/scratch/yorig/mpils-results-grid-seconds-10-4may/medium-1/4proc/seed-1/10_neos-3555904-turama_seed-1_20260505_060751,/scratch/yorig/mpils-results-grid-seconds-10-4may/medium-1/4proc/seed-1/10_neos-3555904-turama_seed-1_20260505_060751/run.log
