instance,seed,tuner_rc,best_configuration_present,output_dir,log_path
csched008.mps,4,0,1,/scratch/yorig/mpils-results-grid-seconds-5-4may/easy/8proc/seed-4/1_csched008_seed-4_20260504_212254,/scratch/yorig/mpils-results-grid-seconds-5-4may/easy/8proc/seed-4/1_csched008_seed-4_20260504_212254/run.log
fastxgemm-n2r6s0t2.mps,4,0,1,/scratch/yorig/mpils-results-grid-seconds-5-4may/easy/8proc/seed-4/2_fastxgemm-n2r6s0t2_seed-4_20260504_213155,/scratch/yorig/mpils-results-grid-seconds-5-4may/easy/8proc/seed-4/2_fastxgemm-n2r6s0t2_seed-4_20260504_213155/run.log
glass4.mps,4,0,1,/scratch/yorig/mpils-results-grid-seconds-5-4may/easy/8proc/seed-4/3_glass4_seed-4_20260504_214627,/scratch/yorig/mpils-results-grid-seconds-5-4may/easy/8proc/seed-4/3_glass4_seed-4_20260504_214627/run.log
lotsize.mps,4,0,1,/scratch/yorig/mpils-results-grid-seconds-5-4may/easy/8proc/seed-4/4_lotsize_seed-4_20260504_214924,/scratch/yorig/mpils-results-grid-seconds-5-4may/easy/8proc/seed-4/4_lotsize_seed-4_20260504_214924/run.log
mas74.mps,4,0,1,/scratch/yorig/mpils-results-grid-seconds-5-4may/easy/8proc/seed-4/5_mas74_seed-4_20260504_220310,/scratch/yorig/mpils-results-grid-seconds-5-4may/easy/8proc/seed-4/5_mas74_seed-4_20260504_220310/run.log
neos-4413714-turia.mps,4,0,1,/scratch/yorig/mpils-results-grid-seconds-5-4may/easy/8proc/seed-4/6_neos-4413714-turia_seed-4_20260504_222246,/scratch/yorig/mpils-results-grid-seconds-5-4may/easy/8proc/seed-4/6_neos-4413714-turia_seed-4_20260504_222246/run.log
qap10.mps,4,0,1,/scratch/yorig/mpils-results-grid-seconds-5-4may/easy/8proc/seed-4/7_qap10_seed-4_20260504_223327,/scratch/yorig/mpils-results-grid-seconds-5-4may/easy/8proc/seed-4/7_qap10_seed-4_20260504_223327/run.log
rocI-4-11.mps,4,0,1,/scratch/yorig/mpils-results-grid-seconds-5-4may/easy/8proc/seed-4/8_rocI-4-11_seed-4_20260504_223333,/scratch/yorig/mpils-results-grid-seconds-5-4may/easy/8proc/seed-4/8_rocI-4-11_seed-4_20260504_223333/run.log
supportcase18.mps,4,0,1,/scratch/yorig/mpils-results-grid-seconds-5-4may/easy/8proc/seed-4/9_supportcase18_seed-4_20260504_223425,/scratch/yorig/mpils-results-grid-seconds-5-4may/easy/8proc/seed-4/9_supportcase18_seed-4_20260504_223425/run.log
supportcase33.mps,4,0,1,/scratch/yorig/mpils-results-grid-seconds-5-4may/easy/8proc/seed-4/10_supportcase33_seed-4_20260504_224024,/scratch/yorig/mpils-results-grid-seconds-5-4may/easy/8proc/seed-4/10_supportcase33_seed-4_20260504_224024/run.log
