MipStartID,MipStartFile,SourceEvalID,UpperBound
10,/scratch/yorig/mpils-results-grid-ticks-10000-divide4/medium-2/32proc/seed-10/3_neos-5093327-huahum_seed-10_20260427_103506/iterated_local_search/run_3_worker_1/mip_starts/mip_start_eval_14_config_16629344406566655515.mst,920,6444
9,/scratch/yorig/mpils-results-grid-ticks-10000-divide4/medium-2/32proc/seed-10/3_neos-5093327-huahum_seed-10_20260427_103506/iterated_local_search/run_3_worker_1/mip_starts/mip_start_eval_4_config_6446562389102914585.mst,910,6494
8,/scratch/yorig/mpils-results-grid-ticks-10000-divide4/medium-2/32proc/seed-10/3_neos-5093327-huahum_seed-10_20260427_103506/iterated_local_search/run_3_worker_0/mip_starts/mip_start_eval_3_config_2555038201473398510.mst,889,6690
7,/scratch/yorig/mpils-results-grid-ticks-10000-divide4/medium-2/32proc/seed-10/3_neos-5093327-huahum_seed-10_20260427_103506/iterated_local_search/run_2_worker_10/mip_starts/mip_start_eval_3_config_709790801739869381.mst,747,6708
6,/scratch/yorig/mpils-results-grid-ticks-10000-divide4/medium-2/32proc/seed-10/3_neos-5093327-huahum_seed-10_20260427_103506/iterated_local_search/run_1_worker_8/mip_starts/mip_start_eval_1_config_11920227593378179704.mst,161,6776
5,/scratch/yorig/mpils-results-grid-ticks-10000-divide4/medium-2/32proc/seed-10/3_neos-5093327-huahum_seed-10_20260427_103506/iterated_local_search/run_1_worker_0/mip_starts/mip_start_eval_11_config_11071528030943446025.mst,11,6826
4,/scratch/yorig/mpils-results-grid-ticks-10000-divide4/medium-2/32proc/seed-10/3_neos-5093327-huahum_seed-10_20260427_103506/iterated_local_search/run_1_worker_0/mip_starts/mip_start_eval_6_config_14106513260077899571.mst,6,6826
3,/scratch/yorig/mpils-results-grid-ticks-10000-divide4/medium-2/32proc/seed-10/3_neos-5093327-huahum_seed-10_20260427_103506/iterated_local_search/run_1_worker_0/mip_starts/mip_start_eval_4_config_7654593077812284781.mst,4,6826
2,/scratch/yorig/mpils-results-grid-ticks-10000-divide4/medium-2/32proc/seed-10/3_neos-5093327-huahum_seed-10_20260427_103506/iterated_local_search/run_1_worker_0/mip_starts/mip_start_eval_2_config_14494239334946615932.mst,2,6826
1,/scratch/yorig/mpils-results-grid-ticks-10000-divide4/medium-2/32proc/seed-10/3_neos-5093327-huahum_seed-10_20260427_103506/iterated_local_search/run_1_worker_0/mip_starts/mip_start_eval_1_config_14921508010286178949.mst,1,6826
