MipStartID,MipStartFile,SourceEvalID,UpperBound
10,/scratch/yorig/mpils-results-grid-ticks-10000/medium-2/1proc/seed-9/7_supportcase26_seed-9_20260426_111040/iterated_local_search/run_7_worker_0/mip_starts/mip_start_eval_20_config_586807141028992431.mst,242,1745.12
9,/scratch/yorig/mpils-results-grid-ticks-10000/medium-2/1proc/seed-9/7_supportcase26_seed-9_20260426_111040/iterated_local_search/run_4_worker_0/mip_starts/mip_start_eval_26_config_9636879612673707075.mst,98,1745.12
8,/scratch/yorig/mpils-results-grid-ticks-10000/medium-2/1proc/seed-9/7_supportcase26_seed-9_20260426_111040/iterated_local_search/run_4_worker_0/mip_starts/mip_start_eval_10_config_17778388076135262369.mst,82,1745.12
7,/scratch/yorig/mpils-results-grid-ticks-10000/medium-2/1proc/seed-9/7_supportcase26_seed-9_20260426_111040/iterated_local_search/run_4_worker_0/mip_starts/mip_start_eval_4_config_17628445057318426671.mst,76,1745.12
6,/scratch/yorig/mpils-results-grid-ticks-10000/medium-2/1proc/seed-9/7_supportcase26_seed-9_20260426_111040/iterated_local_search/run_4_worker_0/mip_starts/mip_start_eval_1_config_3608753891817106382.mst,73,1747.03
5,/scratch/yorig/mpils-results-grid-ticks-10000/medium-2/1proc/seed-9/7_supportcase26_seed-9_20260426_111040/iterated_local_search/run_3_worker_0/mip_starts/mip_start_eval_1_config_10169350918043730495.mst,28,1755.53
4,/scratch/yorig/mpils-results-grid-ticks-10000/medium-2/1proc/seed-9/7_supportcase26_seed-9_20260426_111040/iterated_local_search/run_2_worker_0/mip_starts/mip_start_eval_2_config_12441630366219289858.mst,23,1759.77
3,/scratch/yorig/mpils-results-grid-ticks-10000/medium-2/1proc/seed-9/7_supportcase26_seed-9_20260426_111040/iterated_local_search/run_1_worker_0/mip_starts/mip_start_eval_16_config_18060637416333092177.mst,16,1764.02
2,/scratch/yorig/mpils-results-grid-ticks-10000/medium-2/1proc/seed-9/7_supportcase26_seed-9_20260426_111040/iterated_local_search/run_1_worker_0/mip_starts/mip_start_eval_2_config_18073175359058532266.mst,2,1768.26
1,/scratch/yorig/mpils-results-grid-ticks-10000/medium-2/1proc/seed-9/7_supportcase26_seed-9_20260426_111040/iterated_local_search/run_1_worker_0/mip_starts/mip_start_eval_1_config_14921508010286178949.mst,1,1768.26
