instance,seed,tuner_rc,best_configuration_present,output_dir,log_path
csched008.mps,5,0,1,/scratch/yorig/mpils-results-grid-ticks-10000-divide4/easy/32proc/seed-5/1_csched008_seed-5_20260427_080238,/scratch/yorig/mpils-results-grid-ticks-10000-divide4/easy/32proc/seed-5/1_csched008_seed-5_20260427_080238/run.log
fastxgemm-n2r6s0t2.mps,5,0,1,/scratch/yorig/mpils-results-grid-ticks-10000-divide4/easy/32proc/seed-5/2_fastxgemm-n2r6s0t2_seed-5_20260427_081351,/scratch/yorig/mpils-results-grid-ticks-10000-divide4/easy/32proc/seed-5/2_fastxgemm-n2r6s0t2_seed-5_20260427_081351/run.log
glass4.mps,5,0,1,/scratch/yorig/mpils-results-grid-ticks-10000-divide4/easy/32proc/seed-5/3_glass4_seed-5_20260427_082641,/scratch/yorig/mpils-results-grid-ticks-10000-divide4/easy/32proc/seed-5/3_glass4_seed-5_20260427_082641/run.log
lotsize.mps,5,0,1,/scratch/yorig/mpils-results-grid-ticks-10000-divide4/easy/32proc/seed-5/4_lotsize_seed-5_20260427_082911,/scratch/yorig/mpils-results-grid-ticks-10000-divide4/easy/32proc/seed-5/4_lotsize_seed-5_20260427_082911/run.log
mas74.mps,5,0,1,/scratch/yorig/mpils-results-grid-ticks-10000-divide4/easy/32proc/seed-5/5_mas74_seed-5_20260427_084345,/scratch/yorig/mpils-results-grid-ticks-10000-divide4/easy/32proc/seed-5/5_mas74_seed-5_20260427_084345/run.log
neos-4413714-turia.mps,5,0,1,/scratch/yorig/mpils-results-grid-ticks-10000-divide4/easy/32proc/seed-5/6_neos-4413714-turia_seed-5_20260427_092449,/scratch/yorig/mpils-results-grid-ticks-10000-divide4/easy/32proc/seed-5/6_neos-4413714-turia_seed-5_20260427_092449/run.log
qap10.mps,5,0,1,/scratch/yorig/mpils-results-grid-ticks-10000-divide4/easy/32proc/seed-5/7_qap10_seed-5_20260427_093032,/scratch/yorig/mpils-results-grid-ticks-10000-divide4/easy/32proc/seed-5/7_qap10_seed-5_20260427_093032/run.log
rocI-4-11.mps,5,0,1,/scratch/yorig/mpils-results-grid-ticks-10000-divide4/easy/32proc/seed-5/8_rocI-4-11_seed-5_20260427_093041,/scratch/yorig/mpils-results-grid-ticks-10000-divide4/easy/32proc/seed-5/8_rocI-4-11_seed-5_20260427_093041/run.log
supportcase18.mps,5,0,1,/scratch/yorig/mpils-results-grid-ticks-10000-divide4/easy/32proc/seed-5/9_supportcase18_seed-5_20260427_093052,/scratch/yorig/mpils-results-grid-ticks-10000-divide4/easy/32proc/seed-5/9_supportcase18_seed-5_20260427_093052/run.log
supportcase33.mps,5,0,1,/scratch/yorig/mpils-results-grid-ticks-10000-divide4/easy/32proc/seed-5/10_supportcase33_seed-5_20260427_093131,/scratch/yorig/mpils-results-grid-ticks-10000-divide4/easy/32proc/seed-5/10_supportcase33_seed-5_20260427_093131/run.log
