instance,seed,tuner_rc,best_configuration_present,output_dir,log_path
csched008.mps,2,0,1,/scratch/yorig/mpils-results-grid-seconds-5-watchdog-mip-start/easy/1proc/seed-2/1_csched008_seed-2_20260504_033903,/scratch/yorig/mpils-results-grid-seconds-5-watchdog-mip-start/easy/1proc/seed-2/1_csched008_seed-2_20260504_033903/run.log
fastxgemm-n2r6s0t2.mps,2,0,1,/scratch/yorig/mpils-results-grid-seconds-5-watchdog-mip-start/easy/1proc/seed-2/2_fastxgemm-n2r6s0t2_seed-2_20260504_040648,/scratch/yorig/mpils-results-grid-seconds-5-watchdog-mip-start/easy/1proc/seed-2/2_fastxgemm-n2r6s0t2_seed-2_20260504_040648/run.log
glass4.mps,2,0,1,/scratch/yorig/mpils-results-grid-seconds-5-watchdog-mip-start/easy/1proc/seed-2/3_glass4_seed-2_20260504_043025,/scratch/yorig/mpils-results-grid-seconds-5-watchdog-mip-start/easy/1proc/seed-2/3_glass4_seed-2_20260504_043025/run.log
lotsize.mps,2,0,1,/scratch/yorig/mpils-results-grid-seconds-5-watchdog-mip-start/easy/1proc/seed-2/4_lotsize_seed-2_20260504_043914,/scratch/yorig/mpils-results-grid-seconds-5-watchdog-mip-start/easy/1proc/seed-2/4_lotsize_seed-2_20260504_043914/run.log
mas74.mps,2,0,1,/scratch/yorig/mpils-results-grid-seconds-5-watchdog-mip-start/easy/1proc/seed-2/5_mas74_seed-2_20260504_050532,/scratch/yorig/mpils-results-grid-seconds-5-watchdog-mip-start/easy/1proc/seed-2/5_mas74_seed-2_20260504_050532/run.log
neos-4413714-turia.mps,2,0,1,/scratch/yorig/mpils-results-grid-seconds-5-watchdog-mip-start/easy/1proc/seed-2/6_neos-4413714-turia_seed-2_20260504_053327,/scratch/yorig/mpils-results-grid-seconds-5-watchdog-mip-start/easy/1proc/seed-2/6_neos-4413714-turia_seed-2_20260504_053327/run.log
qap10.mps,2,0,1,/scratch/yorig/mpils-results-grid-seconds-5-watchdog-mip-start/easy/1proc/seed-2/7_qap10_seed-2_20260504_055901,/scratch/yorig/mpils-results-grid-seconds-5-watchdog-mip-start/easy/1proc/seed-2/7_qap10_seed-2_20260504_055901/run.log
rocI-4-11.mps,2,0,1,/scratch/yorig/mpils-results-grid-seconds-5-watchdog-mip-start/easy/1proc/seed-2/8_rocI-4-11_seed-2_20260504_060006,/scratch/yorig/mpils-results-grid-seconds-5-watchdog-mip-start/easy/1proc/seed-2/8_rocI-4-11_seed-2_20260504_060006/run.log
supportcase18.mps,2,0,1,/scratch/yorig/mpils-results-grid-seconds-5-watchdog-mip-start/easy/1proc/seed-2/9_supportcase18_seed-2_20260504_060834,/scratch/yorig/mpils-results-grid-seconds-5-watchdog-mip-start/easy/1proc/seed-2/9_supportcase18_seed-2_20260504_060834/run.log
supportcase33.mps,2,0,1,/scratch/yorig/mpils-results-grid-seconds-5-watchdog-mip-start/easy/1proc/seed-2/10_supportcase33_seed-2_20260504_062946,/scratch/yorig/mpils-results-grid-seconds-5-watchdog-mip-start/easy/1proc/seed-2/10_supportcase33_seed-2_20260504_062946/run.log
