instance,seed,tuner_rc,best_configuration_present,output_dir,log_path
b1c1s1.mps,3,0,1,/scratch/yorig/mpils-results-grid-ticks-10000-7may/medium-1/4proc/seed-3/1_b1c1s1_seed-3_20260509_042116,/scratch/yorig/mpils-results-grid-ticks-10000-7may/medium-1/4proc/seed-3/1_b1c1s1_seed-3_20260509_042116/run.log
cost266-UUE.mps,3,0,1,/scratch/yorig/mpils-results-grid-ticks-10000-7may/medium-1/4proc/seed-3/2_cost266-UUE_seed-3_20260509_045101,/scratch/yorig/mpils-results-grid-ticks-10000-7may/medium-1/4proc/seed-3/2_cost266-UUE_seed-3_20260509_045101/run.log
csched007.mps,3,0,1,/scratch/yorig/mpils-results-grid-ticks-10000-7may/medium-1/4proc/seed-3/3_csched007_seed-3_20260509_050710,/scratch/yorig/mpils-results-grid-ticks-10000-7may/medium-1/4proc/seed-3/3_csched007_seed-3_20260509_050710/run.log
cvs16r128-89.mps,3,0,1,/scratch/yorig/mpils-results-grid-ticks-10000-7may/medium-1/4proc/seed-3/4_cvs16r128-89_seed-3_20260509_054317,/scratch/yorig/mpils-results-grid-ticks-10000-7may/medium-1/4proc/seed-3/4_cvs16r128-89_seed-3_20260509_054317/run.log
eilA101-2.mps,3,0,1,/scratch/yorig/mpils-results-grid-ticks-10000-7may/medium-1/4proc/seed-3/5_eilA101-2_seed-3_20260509_061338,/scratch/yorig/mpils-results-grid-ticks-10000-7may/medium-1/4proc/seed-3/5_eilA101-2_seed-3_20260509_061338/run.log
momentum1.mps,3,0,1,/scratch/yorig/mpils-results-grid-ticks-10000-7may/medium-1/4proc/seed-3/6_momentum1_seed-3_20260509_065926,/scratch/yorig/mpils-results-grid-ticks-10000-7may/medium-1/4proc/seed-3/6_momentum1_seed-3_20260509_065926/run.log
mushroom-best.mps,3,0,1,/scratch/yorig/mpils-results-grid-ticks-10000-7may/medium-1/4proc/seed-3/7_mushroom-best_seed-3_20260509_072335,/scratch/yorig/mpils-results-grid-ticks-10000-7may/medium-1/4proc/seed-3/7_mushroom-best_seed-3_20260509_072335/run.log
neos-1456979.mps,3,0,1,/scratch/yorig/mpils-results-grid-ticks-10000-7may/medium-1/4proc/seed-3/8_neos-1456979_seed-3_20260509_081128,/scratch/yorig/mpils-results-grid-ticks-10000-7may/medium-1/4proc/seed-3/8_neos-1456979_seed-3_20260509_081128/run.log
neos-3024952-loue.mps,3,0,1,/scratch/yorig/mpils-results-grid-ticks-10000-7may/medium-1/4proc/seed-3/9_neos-3024952-loue_seed-3_20260509_084052,/scratch/yorig/mpils-results-grid-ticks-10000-7may/medium-1/4proc/seed-3/9_neos-3024952-loue_seed-3_20260509_084052/run.log
neos-3555904-turama.mps,3,0,1,/scratch/yorig/mpils-results-grid-ticks-10000-7may/medium-1/4proc/seed-3/10_neos-3555904-turama_seed-3_20260509_090205,/scratch/yorig/mpils-results-grid-ticks-10000-7may/medium-1/4proc/seed-3/10_neos-3555904-turama_seed-3_20260509_090205/run.log
