MipStartID,MipStartFile,SourceEvalID,UpperBound
10,/scratch/yorig/mpils-results-grid-seconds-5/medium-2/2proc/seed-5/4_nexp-150-20-8-5_seed-5_20260503_015253/iterated_local_search/run_7_worker_1/mip_starts/mip_start_eval_4_config_15327065422882632300.mst,350,239
9,/scratch/yorig/mpils-results-grid-seconds-5/medium-2/2proc/seed-5/4_nexp-150-20-8-5_seed-5_20260503_015253/iterated_local_search/run_6_worker_0/mip_starts/mip_start_eval_8_config_3195907847926984962.mst,237,240
8,/scratch/yorig/mpils-results-grid-seconds-5/medium-2/2proc/seed-5/4_nexp-150-20-8-5_seed-5_20260503_015253/iterated_local_search/run_4_worker_1/mip_starts/mip_start_eval_6_config_9963686094504326086.mst,125,241
7,/scratch/yorig/mpils-results-grid-seconds-5/medium-2/2proc/seed-5/4_nexp-150-20-8-5_seed-5_20260503_015253/iterated_local_search/run_3_worker_1/mip_starts/mip_start_eval_4_config_4062194760661068315.mst,99,242
6,/scratch/yorig/mpils-results-grid-seconds-5/medium-2/2proc/seed-5/4_nexp-150-20-8-5_seed-5_20260503_015253/iterated_local_search/run_1_worker_1/mip_starts/mip_start_eval_11_config_16139147957072579709.mst,31,244
5,/scratch/yorig/mpils-results-grid-seconds-5/medium-2/2proc/seed-5/4_nexp-150-20-8-5_seed-5_20260503_015253/iterated_local_search/run_1_worker_1/mip_starts/mip_start_eval_6_config_5887789484999041970.mst,26,245
4,/scratch/yorig/mpils-results-grid-seconds-5/medium-2/2proc/seed-5/4_nexp-150-20-8-5_seed-5_20260503_015253/iterated_local_search/run_1_worker_0/mip_starts/mip_start_eval_17_config_14203968071064902405.mst,17,247
3,/scratch/yorig/mpils-results-grid-seconds-5/medium-2/2proc/seed-5/4_nexp-150-20-8-5_seed-5_20260503_015253/iterated_local_search/run_1_worker_0/mip_starts/mip_start_eval_12_config_12917510691586148595.mst,12,248
2,/scratch/yorig/mpils-results-grid-seconds-5/medium-2/2proc/seed-5/4_nexp-150-20-8-5_seed-5_20260503_015253/iterated_local_search/run_1_worker_0/mip_starts/mip_start_eval_2_config_5643427149002281568.mst,2,249
1,/scratch/yorig/mpils-results-grid-seconds-5/medium-2/2proc/seed-5/4_nexp-150-20-8-5_seed-5_20260503_015253/iterated_local_search/run_1_worker_0/mip_starts/mip_start_eval_1_config_14921508010286178949.mst,1,256
