instance,seed,tuner_rc,best_configuration_present,output_dir,log_path
csched008.mps,2,0,1,/scratch/yorig/mpils-results-grid-ticks-10000-7may/easy/8proc/seed-2/1_csched008_seed-2_20260509_041107,/scratch/yorig/mpils-results-grid-ticks-10000-7may/easy/8proc/seed-2/1_csched008_seed-2_20260509_041107/run.log
fastxgemm-n2r6s0t2.mps,2,0,1,/scratch/yorig/mpils-results-grid-ticks-10000-7may/easy/8proc/seed-2/2_fastxgemm-n2r6s0t2_seed-2_20260509_042220,/scratch/yorig/mpils-results-grid-ticks-10000-7may/easy/8proc/seed-2/2_fastxgemm-n2r6s0t2_seed-2_20260509_042220/run.log
glass4.mps,2,0,1,/scratch/yorig/mpils-results-grid-ticks-10000-7may/easy/8proc/seed-2/3_glass4_seed-2_20260509_043234,/scratch/yorig/mpils-results-grid-ticks-10000-7may/easy/8proc/seed-2/3_glass4_seed-2_20260509_043234/run.log
lotsize.mps,2,0,1,/scratch/yorig/mpils-results-grid-ticks-10000-7may/easy/8proc/seed-2/4_lotsize_seed-2_20260509_043516,/scratch/yorig/mpils-results-grid-ticks-10000-7may/easy/8proc/seed-2/4_lotsize_seed-2_20260509_043516/run.log
mas74.mps,2,0,1,/scratch/yorig/mpils-results-grid-ticks-10000-7may/easy/8proc/seed-2/5_mas74_seed-2_20260509_045220,/scratch/yorig/mpils-results-grid-ticks-10000-7may/easy/8proc/seed-2/5_mas74_seed-2_20260509_045220/run.log
neos-4413714-turia.mps,2,0,1,/scratch/yorig/mpils-results-grid-ticks-10000-7may/easy/8proc/seed-2/6_neos-4413714-turia_seed-2_20260509_052907,/scratch/yorig/mpils-results-grid-ticks-10000-7may/easy/8proc/seed-2/6_neos-4413714-turia_seed-2_20260509_052907/run.log
qap10.mps,2,0,1,/scratch/yorig/mpils-results-grid-ticks-10000-7may/easy/8proc/seed-2/7_qap10_seed-2_20260509_054817,/scratch/yorig/mpils-results-grid-ticks-10000-7may/easy/8proc/seed-2/7_qap10_seed-2_20260509_054817/run.log
rocI-4-11.mps,2,0,1,/scratch/yorig/mpils-results-grid-ticks-10000-7may/easy/8proc/seed-2/8_rocI-4-11_seed-2_20260509_054824,/scratch/yorig/mpils-results-grid-ticks-10000-7may/easy/8proc/seed-2/8_rocI-4-11_seed-2_20260509_054824/run.log
supportcase18.mps,2,0,1,/scratch/yorig/mpils-results-grid-ticks-10000-7may/easy/8proc/seed-2/9_supportcase18_seed-2_20260509_054908,/scratch/yorig/mpils-results-grid-ticks-10000-7may/easy/8proc/seed-2/9_supportcase18_seed-2_20260509_054908/run.log
supportcase33.mps,2,0,1,/scratch/yorig/mpils-results-grid-ticks-10000-7may/easy/8proc/seed-2/10_supportcase33_seed-2_20260509_055908,/scratch/yorig/mpils-results-grid-ticks-10000-7may/easy/8proc/seed-2/10_supportcase33_seed-2_20260509_055908/run.log
