MipStartID,MipStartFile,SourceEvalID,UpperBound
10,/scratch/yorig/mpils-results-grid-seconds-10-no-mip-start/medium-2/4proc/seed-4/5_rococoB10-011000_seed-4_20260503_013329/iterated_local_search/run_4_worker_1/mip_starts/mip_start_eval_3_config_12854613448205523411.mst,278,19449
9,/scratch/yorig/mpils-results-grid-seconds-10-no-mip-start/medium-2/4proc/seed-4/5_rococoB10-011000_seed-4_20260503_013329/iterated_local_search/run_2_worker_2/mip_starts/mip_start_eval_6_config_16556005436293742783.mst,126,19458
8,/scratch/yorig/mpils-results-grid-seconds-10-no-mip-start/medium-2/4proc/seed-4/5_rococoB10-011000_seed-4_20260503_013329/iterated_local_search/run_1_worker_2/mip_starts/mip_start_eval_2_config_9540605019386224781.mst,42,19565
7,/scratch/yorig/mpils-results-grid-seconds-10-no-mip-start/medium-2/4proc/seed-4/5_rococoB10-011000_seed-4_20260503_013329/iterated_local_search/run_1_worker_1/mip_starts/mip_start_eval_19_config_16638398006322666859.mst,39,19707
6,/scratch/yorig/mpils-results-grid-seconds-10-no-mip-start/medium-2/4proc/seed-4/5_rococoB10-011000_seed-4_20260503_013329/iterated_local_search/run_1_worker_1/mip_starts/mip_start_eval_14_config_13290656199866322310.mst,34,19787
5,/scratch/yorig/mpils-results-grid-seconds-10-no-mip-start/medium-2/4proc/seed-4/5_rococoB10-011000_seed-4_20260503_013329/iterated_local_search/run_1_worker_0/mip_starts/mip_start_eval_20_config_1368933579064907053.mst,20,19884
4,/scratch/yorig/mpils-results-grid-seconds-10-no-mip-start/medium-2/4proc/seed-4/5_rococoB10-011000_seed-4_20260503_013329/iterated_local_search/run_1_worker_0/mip_starts/mip_start_eval_8_config_4993873235968207703.mst,8,20378
3,/scratch/yorig/mpils-results-grid-seconds-10-no-mip-start/medium-2/4proc/seed-4/5_rococoB10-011000_seed-4_20260503_013329/iterated_local_search/run_1_worker_0/mip_starts/mip_start_eval_4_config_14560498925330565640.mst,4,20459
2,/scratch/yorig/mpils-results-grid-seconds-10-no-mip-start/medium-2/4proc/seed-4/5_rococoB10-011000_seed-4_20260503_013329/iterated_local_search/run_1_worker_0/mip_starts/mip_start_eval_3_config_9658482938002475941.mst,3,20493
1,/scratch/yorig/mpils-results-grid-seconds-10-no-mip-start/medium-2/4proc/seed-4/5_rococoB10-011000_seed-4_20260503_013329/iterated_local_search/run_1_worker_0/mip_starts/mip_start_eval_1_config_14921508010286178949.mst,1,20560
