instance,seed,tuner_rc,best_configuration_present,output_dir,log_path
csched008.mps,1,0,1,/scratch/yorig/mpils-results-grid-seconds-10-no-mip-start/easy/4proc/seed-1/1_csched008_seed-1_20260502_235241,/scratch/yorig/mpils-results-grid-seconds-10-no-mip-start/easy/4proc/seed-1/1_csched008_seed-1_20260502_235241/run.log
fastxgemm-n2r6s0t2.mps,1,0,1,/scratch/yorig/mpils-results-grid-seconds-10-no-mip-start/easy/4proc/seed-1/2_fastxgemm-n2r6s0t2_seed-1_20260502_235923,/scratch/yorig/mpils-results-grid-seconds-10-no-mip-start/easy/4proc/seed-1/2_fastxgemm-n2r6s0t2_seed-1_20260502_235923/run.log
glass4.mps,1,0,1,/scratch/yorig/mpils-results-grid-seconds-10-no-mip-start/easy/4proc/seed-1/3_glass4_seed-1_20260503_002802,/scratch/yorig/mpils-results-grid-seconds-10-no-mip-start/easy/4proc/seed-1/3_glass4_seed-1_20260503_002802/run.log
lotsize.mps,1,0,1,/scratch/yorig/mpils-results-grid-seconds-10-no-mip-start/easy/4proc/seed-1/4_lotsize_seed-1_20260503_003013,/scratch/yorig/mpils-results-grid-seconds-10-no-mip-start/easy/4proc/seed-1/4_lotsize_seed-1_20260503_003013/run.log
mas74.mps,1,0,1,/scratch/yorig/mpils-results-grid-seconds-10-no-mip-start/easy/4proc/seed-1/5_mas74_seed-1_20260503_010255,/scratch/yorig/mpils-results-grid-seconds-10-no-mip-start/easy/4proc/seed-1/5_mas74_seed-1_20260503_010255/run.log
neos-4413714-turia.mps,1,0,1,/scratch/yorig/mpils-results-grid-seconds-10-no-mip-start/easy/4proc/seed-1/6_neos-4413714-turia_seed-1_20260503_013709,/scratch/yorig/mpils-results-grid-seconds-10-no-mip-start/easy/4proc/seed-1/6_neos-4413714-turia_seed-1_20260503_013709/run.log
qap10.mps,1,0,1,/scratch/yorig/mpils-results-grid-seconds-10-no-mip-start/easy/4proc/seed-1/7_qap10_seed-1_20260503_015353,/scratch/yorig/mpils-results-grid-seconds-10-no-mip-start/easy/4proc/seed-1/7_qap10_seed-1_20260503_015353/run.log
rocI-4-11.mps,1,0,1,/scratch/yorig/mpils-results-grid-seconds-10-no-mip-start/easy/4proc/seed-1/8_rocI-4-11_seed-1_20260503_015404,/scratch/yorig/mpils-results-grid-seconds-10-no-mip-start/easy/4proc/seed-1/8_rocI-4-11_seed-1_20260503_015404/run.log
supportcase18.mps,1,0,1,/scratch/yorig/mpils-results-grid-seconds-10-no-mip-start/easy/4proc/seed-1/9_supportcase18_seed-1_20260503_015415,/scratch/yorig/mpils-results-grid-seconds-10-no-mip-start/easy/4proc/seed-1/9_supportcase18_seed-1_20260503_015415/run.log
supportcase33.mps,1,0,1,/scratch/yorig/mpils-results-grid-seconds-10-no-mip-start/easy/4proc/seed-1/10_supportcase33_seed-1_20260503_015436,/scratch/yorig/mpils-results-grid-seconds-10-no-mip-start/easy/4proc/seed-1/10_supportcase33_seed-1_20260503_015436/run.log
