instance,seed,tuner_rc,best_configuration_present,output_dir,log_path
neos-4387871-tavua.mps,3,0,1,/scratch/yorig/mpils-results-grid-ticks-10000/medium-2/16proc/seed-3/1_neos-4387871-tavua_seed-3_20260425_220109,/scratch/yorig/mpils-results-grid-ticks-10000/medium-2/16proc/seed-3/1_neos-4387871-tavua_seed-3_20260425_220109/run.log
neos-4954672-berkel.mps,3,0,1,/scratch/yorig/mpils-results-grid-ticks-10000/medium-2/16proc/seed-3/2_neos-4954672-berkel_seed-3_20260425_224019,/scratch/yorig/mpils-results-grid-ticks-10000/medium-2/16proc/seed-3/2_neos-4954672-berkel_seed-3_20260425_224019/run.log
neos-5093327-huahum.mps,3,0,1,/scratch/yorig/mpils-results-grid-ticks-10000/medium-2/16proc/seed-3/3_neos-5093327-huahum_seed-3_20260425_225856,/scratch/yorig/mpils-results-grid-ticks-10000/medium-2/16proc/seed-3/3_neos-5093327-huahum_seed-3_20260425_225856/run.log
nexp-150-20-8-5.mps,3,0,1,/scratch/yorig/mpils-results-grid-ticks-10000/medium-2/16proc/seed-3/4_nexp-150-20-8-5_seed-3_20260425_230842,/scratch/yorig/mpils-results-grid-ticks-10000/medium-2/16proc/seed-3/4_nexp-150-20-8-5_seed-3_20260425_230842/run.log
rococoB10-011000.mps,3,0,1,/scratch/yorig/mpils-results-grid-ticks-10000/medium-2/16proc/seed-3/5_rococoB10-011000_seed-3_20260426_000751,/scratch/yorig/mpils-results-grid-ticks-10000/medium-2/16proc/seed-3/5_rococoB10-011000_seed-3_20260426_000751/run.log
sorrell3.mps,3,0,1,/scratch/yorig/mpils-results-grid-ticks-10000/medium-2/16proc/seed-3/6_sorrell3_seed-3_20260426_002736,/scratch/yorig/mpils-results-grid-ticks-10000/medium-2/16proc/seed-3/6_sorrell3_seed-3_20260426_002736/run.log
supportcase26.mps,3,0,1,/scratch/yorig/mpils-results-grid-ticks-10000/medium-2/16proc/seed-3/7_supportcase26_seed-3_20260426_004530,/scratch/yorig/mpils-results-grid-ticks-10000/medium-2/16proc/seed-3/7_supportcase26_seed-3_20260426_004530/run.log
supportcase40.mps,3,0,1,/scratch/yorig/mpils-results-grid-ticks-10000/medium-2/16proc/seed-3/8_supportcase40_seed-3_20260426_005911,/scratch/yorig/mpils-results-grid-ticks-10000/medium-2/16proc/seed-3/8_supportcase40_seed-3_20260426_005911/run.log
supportcase6.mps,3,0,1,/scratch/yorig/mpils-results-grid-ticks-10000/medium-2/16proc/seed-3/9_supportcase6_seed-3_20260426_011604,/scratch/yorig/mpils-results-grid-ticks-10000/medium-2/16proc/seed-3/9_supportcase6_seed-3_20260426_011604/run.log
var-smallemery-m6j6.mps,3,0,1,/scratch/yorig/mpils-results-grid-ticks-10000/medium-2/16proc/seed-3/10_var-smallemery-m6j6_seed-3_20260426_012121,/scratch/yorig/mpils-results-grid-ticks-10000/medium-2/16proc/seed-3/10_var-smallemery-m6j6_seed-3_20260426_012121/run.log
