instance,seed,tuner_rc,best_configuration_present,output_dir,log_path
csched008.mps,4,0,1,/scratch/yorig/mpils-results-grid-ticks-10000-divide/easy/32proc/seed-4/1_csched008_seed-4_20260426_220114,/scratch/yorig/mpils-results-grid-ticks-10000-divide/easy/32proc/seed-4/1_csched008_seed-4_20260426_220114/run.log
fastxgemm-n2r6s0t2.mps,4,0,1,/scratch/yorig/mpils-results-grid-ticks-10000-divide/easy/32proc/seed-4/2_fastxgemm-n2r6s0t2_seed-4_20260426_221508,/scratch/yorig/mpils-results-grid-ticks-10000-divide/easy/32proc/seed-4/2_fastxgemm-n2r6s0t2_seed-4_20260426_221508/run.log
glass4.mps,4,0,1,/scratch/yorig/mpils-results-grid-ticks-10000-divide/easy/32proc/seed-4/3_glass4_seed-4_20260426_222820,/scratch/yorig/mpils-results-grid-ticks-10000-divide/easy/32proc/seed-4/3_glass4_seed-4_20260426_222820/run.log
lotsize.mps,4,0,1,/scratch/yorig/mpils-results-grid-ticks-10000-divide/easy/32proc/seed-4/4_lotsize_seed-4_20260426_222832,/scratch/yorig/mpils-results-grid-ticks-10000-divide/easy/32proc/seed-4/4_lotsize_seed-4_20260426_222832/run.log
mas74.mps,4,0,1,/scratch/yorig/mpils-results-grid-ticks-10000-divide/easy/32proc/seed-4/5_mas74_seed-4_20260426_224217,/scratch/yorig/mpils-results-grid-ticks-10000-divide/easy/32proc/seed-4/5_mas74_seed-4_20260426_224217/run.log
neos-4413714-turia.mps,4,0,1,/scratch/yorig/mpils-results-grid-ticks-10000-divide/easy/32proc/seed-4/6_neos-4413714-turia_seed-4_20260426_231540,/scratch/yorig/mpils-results-grid-ticks-10000-divide/easy/32proc/seed-4/6_neos-4413714-turia_seed-4_20260426_231540/run.log
qap10.mps,4,0,1,/scratch/yorig/mpils-results-grid-ticks-10000-divide/easy/32proc/seed-4/7_qap10_seed-4_20260426_232334,/scratch/yorig/mpils-results-grid-ticks-10000-divide/easy/32proc/seed-4/7_qap10_seed-4_20260426_232334/run.log
rocI-4-11.mps,4,0,1,/scratch/yorig/mpils-results-grid-ticks-10000-divide/easy/32proc/seed-4/8_rocI-4-11_seed-4_20260426_232344,/scratch/yorig/mpils-results-grid-ticks-10000-divide/easy/32proc/seed-4/8_rocI-4-11_seed-4_20260426_232344/run.log
supportcase18.mps,4,0,1,/scratch/yorig/mpils-results-grid-ticks-10000-divide/easy/32proc/seed-4/9_supportcase18_seed-4_20260426_232408,/scratch/yorig/mpils-results-grid-ticks-10000-divide/easy/32proc/seed-4/9_supportcase18_seed-4_20260426_232408/run.log
supportcase33.mps,4,0,1,/scratch/yorig/mpils-results-grid-ticks-10000-divide/easy/32proc/seed-4/10_supportcase33_seed-4_20260426_232428,/scratch/yorig/mpils-results-grid-ticks-10000-divide/easy/32proc/seed-4/10_supportcase33_seed-4_20260426_232428/run.log
