MipStartID,MipStartFile,SourceEvalID,UpperBound
10,/scratch/yorig/mpils-results-grid-seconds-5-no-mip-start/medium-2/16proc/seed-4/2_neos-4954672-berkel_seed-4_20260502_222006/iterated_local_search/run_4_worker_5/mip_starts/mip_start_eval_4_config_17045421335787427745.mst,907,2.61283e+06
9,/scratch/yorig/mpils-results-grid-seconds-5-no-mip-start/medium-2/16proc/seed-4/2_neos-4954672-berkel_seed-4_20260502_222006/iterated_local_search/run_3_worker_5/mip_starts/mip_start_eval_1_config_9463456120677453689.mst,567,2.61716e+06
8,/scratch/yorig/mpils-results-grid-seconds-5-no-mip-start/medium-2/16proc/seed-4/2_neos-4954672-berkel_seed-4_20260502_222006/iterated_local_search/run_1_worker_2/mip_starts/mip_start_eval_12_config_5828770847592834582.mst,52,2.62084e+06
7,/scratch/yorig/mpils-results-grid-seconds-5-no-mip-start/medium-2/16proc/seed-4/2_neos-4954672-berkel_seed-4_20260502_222006/iterated_local_search/run_1_worker_1/mip_starts/mip_start_eval_13_config_3813916514936162093.mst,33,2.62516e+06
6,/scratch/yorig/mpils-results-grid-seconds-5-no-mip-start/medium-2/16proc/seed-4/2_neos-4954672-berkel_seed-4_20260502_222006/iterated_local_search/run_1_worker_0/mip_starts/mip_start_eval_13_config_18126641766249323951.mst,13,2.62822e+06
5,/scratch/yorig/mpils-results-grid-seconds-5-no-mip-start/medium-2/16proc/seed-4/2_neos-4954672-berkel_seed-4_20260502_222006/iterated_local_search/run_1_worker_0/mip_starts/mip_start_eval_11_config_17704491106067433699.mst,11,2.62822e+06
4,/scratch/yorig/mpils-results-grid-seconds-5-no-mip-start/medium-2/16proc/seed-4/2_neos-4954672-berkel_seed-4_20260502_222006/iterated_local_search/run_1_worker_0/mip_starts/mip_start_eval_4_config_8922813005609054591.mst,4,2.63442e+06
3,/scratch/yorig/mpils-results-grid-seconds-5-no-mip-start/medium-2/16proc/seed-4/2_neos-4954672-berkel_seed-4_20260502_222006/iterated_local_search/run_1_worker_0/mip_starts/mip_start_eval_3_config_1109746989676116089.mst,3,2.63442e+06
2,/scratch/yorig/mpils-results-grid-seconds-5-no-mip-start/medium-2/16proc/seed-4/2_neos-4954672-berkel_seed-4_20260502_222006/iterated_local_search/run_1_worker_0/mip_starts/mip_start_eval_2_config_8683817217222751575.mst,2,2.63442e+06
1,/scratch/yorig/mpils-results-grid-seconds-5-no-mip-start/medium-2/16proc/seed-4/2_neos-4954672-berkel_seed-4_20260502_222006/iterated_local_search/run_1_worker_0/mip_starts/mip_start_eval_1_config_14921508010286178949.mst,1,2.65948e+06
