instance,seed,tuner_rc,best_configuration_present,output_dir,log_path
csched008.mps,4,0,1,/scratch/yorig/mpils-results-grid-seconds-5-4may/easy/1proc/seed-4/1_csched008_seed-4_20260505_062812,/scratch/yorig/mpils-results-grid-seconds-5-4may/easy/1proc/seed-4/1_csched008_seed-4_20260505_062812/run.log
fastxgemm-n2r6s0t2.mps,4,0,1,/scratch/yorig/mpils-results-grid-seconds-5-4may/easy/1proc/seed-4/2_fastxgemm-n2r6s0t2_seed-4_20260505_065301,/scratch/yorig/mpils-results-grid-seconds-5-4may/easy/1proc/seed-4/2_fastxgemm-n2r6s0t2_seed-4_20260505_065301/run.log
glass4.mps,4,0,1,/scratch/yorig/mpils-results-grid-seconds-5-4may/easy/1proc/seed-4/3_glass4_seed-4_20260505_071835,/scratch/yorig/mpils-results-grid-seconds-5-4may/easy/1proc/seed-4/3_glass4_seed-4_20260505_071835/run.log
lotsize.mps,4,0,1,/scratch/yorig/mpils-results-grid-seconds-5-4may/easy/1proc/seed-4/4_lotsize_seed-4_20260505_072452,/scratch/yorig/mpils-results-grid-seconds-5-4may/easy/1proc/seed-4/4_lotsize_seed-4_20260505_072452/run.log
mas74.mps,4,0,1,/scratch/yorig/mpils-results-grid-seconds-5-4may/easy/1proc/seed-4/5_mas74_seed-4_20260505_074813,/scratch/yorig/mpils-results-grid-seconds-5-4may/easy/1proc/seed-4/5_mas74_seed-4_20260505_074813/run.log
neos-4413714-turia.mps,4,0,1,/scratch/yorig/mpils-results-grid-seconds-5-4may/easy/1proc/seed-4/6_neos-4413714-turia_seed-4_20260505_081942,/scratch/yorig/mpils-results-grid-seconds-5-4may/easy/1proc/seed-4/6_neos-4413714-turia_seed-4_20260505_081942/run.log
qap10.mps,4,0,1,/scratch/yorig/mpils-results-grid-seconds-5-4may/easy/1proc/seed-4/7_qap10_seed-4_20260505_084505,/scratch/yorig/mpils-results-grid-seconds-5-4may/easy/1proc/seed-4/7_qap10_seed-4_20260505_084505/run.log
rocI-4-11.mps,4,0,1,/scratch/yorig/mpils-results-grid-seconds-5-4may/easy/1proc/seed-4/8_rocI-4-11_seed-4_20260505_084639,/scratch/yorig/mpils-results-grid-seconds-5-4may/easy/1proc/seed-4/8_rocI-4-11_seed-4_20260505_084639/run.log
supportcase18.mps,4,0,1,/scratch/yorig/mpils-results-grid-seconds-5-4may/easy/1proc/seed-4/9_supportcase18_seed-4_20260505_085438,/scratch/yorig/mpils-results-grid-seconds-5-4may/easy/1proc/seed-4/9_supportcase18_seed-4_20260505_085438/run.log
supportcase33.mps,4,0,1,/scratch/yorig/mpils-results-grid-seconds-5-4may/easy/1proc/seed-4/10_supportcase33_seed-4_20260505_091551,/scratch/yorig/mpils-results-grid-seconds-5-4may/easy/1proc/seed-4/10_supportcase33_seed-4_20260505_091551/run.log
