instance,seed,tuner_rc,best_configuration_present,output_dir,log_path
b1c1s1.mps,1,0,1,/scratch/yorig/mpils-results-grid-seconds-10-4may/medium-1/2proc/seed-1/1_b1c1s1_seed-1_20260505_063728,/scratch/yorig/mpils-results-grid-seconds-10-4may/medium-1/2proc/seed-1/1_b1c1s1_seed-1_20260505_063728/run.log
cost266-UUE.mps,1,0,1,/scratch/yorig/mpils-results-grid-seconds-10-4may/medium-1/2proc/seed-1/2_cost266-UUE_seed-1_20260505_071445,/scratch/yorig/mpils-results-grid-seconds-10-4may/medium-1/2proc/seed-1/2_cost266-UUE_seed-1_20260505_071445/run.log
csched007.mps,1,0,1,/scratch/yorig/mpils-results-grid-seconds-10-4may/medium-1/2proc/seed-1/3_csched007_seed-1_20260505_080303,/scratch/yorig/mpils-results-grid-seconds-10-4may/medium-1/2proc/seed-1/3_csched007_seed-1_20260505_080303/run.log
cvs16r128-89.mps,1,0,1,/scratch/yorig/mpils-results-grid-seconds-10-4may/medium-1/2proc/seed-1/4_cvs16r128-89_seed-1_20260505_084450,/scratch/yorig/mpils-results-grid-seconds-10-4may/medium-1/2proc/seed-1/4_cvs16r128-89_seed-1_20260505_084450/run.log
eilA101-2.mps,1,0,1,/scratch/yorig/mpils-results-grid-seconds-10-4may/medium-1/2proc/seed-1/5_eilA101-2_seed-1_20260505_093443,/scratch/yorig/mpils-results-grid-seconds-10-4may/medium-1/2proc/seed-1/5_eilA101-2_seed-1_20260505_093443/run.log
momentum1.mps,1,0,1,/scratch/yorig/mpils-results-grid-seconds-10-4may/medium-1/2proc/seed-1/6_momentum1_seed-1_20260505_102048,/scratch/yorig/mpils-results-grid-seconds-10-4may/medium-1/2proc/seed-1/6_momentum1_seed-1_20260505_102048/run.log
mushroom-best.mps,1,0,1,/scratch/yorig/mpils-results-grid-seconds-10-4may/medium-1/2proc/seed-1/7_mushroom-best_seed-1_20260505_105814,/scratch/yorig/mpils-results-grid-seconds-10-4may/medium-1/2proc/seed-1/7_mushroom-best_seed-1_20260505_105814/run.log
neos-1456979.mps,1,0,1,/scratch/yorig/mpils-results-grid-seconds-10-4may/medium-1/2proc/seed-1/8_neos-1456979_seed-1_20260505_114409,/scratch/yorig/mpils-results-grid-seconds-10-4may/medium-1/2proc/seed-1/8_neos-1456979_seed-1_20260505_114409/run.log
neos-3024952-loue.mps,1,0,1,/scratch/yorig/mpils-results-grid-seconds-10-4may/medium-1/2proc/seed-1/9_neos-3024952-loue_seed-1_20260505_122512,/scratch/yorig/mpils-results-grid-seconds-10-4may/medium-1/2proc/seed-1/9_neos-3024952-loue_seed-1_20260505_122512/run.log
neos-3555904-turama.mps,1,0,1,/scratch/yorig/mpils-results-grid-seconds-10-4may/medium-1/2proc/seed-1/10_neos-3555904-turama_seed-1_20260505_131303,/scratch/yorig/mpils-results-grid-seconds-10-4may/medium-1/2proc/seed-1/10_neos-3555904-turama_seed-1_20260505_131303/run.log
