MipStartID,MipStartFile,SourceEvalID,UpperBound
19,/scratch/yorig/mpils-results-grid-seconds-5/medium-1/4proc/seed-1/9_neos-3024952-loue_seed-1_20260503_025022/iterated_local_search/run_7_worker_1/mip_starts/mip_start_eval_1_config_453892818514848271.mst,520,27316
18,/scratch/yorig/mpils-results-grid-seconds-5/medium-1/4proc/seed-1/9_neos-3024952-loue_seed-1_20260503_025022/iterated_local_search/run_6_worker_1/mip_starts/mip_start_eval_18_config_16846717581232069661.mst,414,27336
17,/scratch/yorig/mpils-results-grid-seconds-5/medium-1/4proc/seed-1/9_neos-3024952-loue_seed-1_20260503_025022/iterated_local_search/run_6_worker_1/mip_starts/mip_start_eval_10_config_1965839234372854961.mst,406,27338
16,/scratch/yorig/mpils-results-grid-seconds-5/medium-1/4proc/seed-1/9_neos-3024952-loue_seed-1_20260503_025022/iterated_local_search/run_6_worker_1/mip_starts/mip_start_eval_9_config_414560382114801335.mst,405,27348
15,/scratch/yorig/mpils-results-grid-seconds-5/medium-1/4proc/seed-1/9_neos-3024952-loue_seed-1_20260503_025022/iterated_local_search/run_6_worker_1/mip_starts/mip_start_eval_1_config_17124279614531185582.mst,397,27402
14,/scratch/yorig/mpils-results-grid-seconds-5/medium-1/4proc/seed-1/9_neos-3024952-loue_seed-1_20260503_025022/iterated_local_search/run_5_worker_1/mip_starts/mip_start_eval_3_config_7823588748781070162.mst,306,27412
1,/scratch/yorig/mpils-results-grid-seconds-5/medium-1/4proc/seed-1/9_neos-3024952-loue_seed-1_20260503_025022/iterated_local_search/run_1_worker_1/mip_starts/mip_start_eval_1_config_4742023368992659407.mst,21,29090
2,/scratch/yorig/mpils-results-grid-seconds-5/medium-1/4proc/seed-1/9_neos-3024952-loue_seed-1_20260503_025022/iterated_local_search/run_1_worker_1/mip_starts/mip_start_eval_2_config_6256578975208963304.mst,22,28930
3,/scratch/yorig/mpils-results-grid-seconds-5/medium-1/4proc/seed-1/9_neos-3024952-loue_seed-1_20260503_025022/iterated_local_search/run_1_worker_1/mip_starts/mip_start_eval_8_config_10819472677658251333.mst,28,27934
4,/scratch/yorig/mpils-results-grid-seconds-5/medium-1/4proc/seed-1/9_neos-3024952-loue_seed-1_20260503_025022/iterated_local_search/run_2_worker_1/mip_starts/mip_start_eval_1_config_21913017454725867.mst,95,27783
5,/scratch/yorig/mpils-results-grid-seconds-5/medium-1/4proc/seed-1/9_neos-3024952-loue_seed-1_20260503_025022/iterated_local_search/run_2_worker_1/mip_starts/mip_start_eval_2_config_3782379576914336636.mst,96,27576
6,/scratch/yorig/mpils-results-grid-seconds-5/medium-1/4proc/seed-1/9_neos-3024952-loue_seed-1_20260503_025022/iterated_local_search/run_3_worker_1/mip_starts/mip_start_eval_1_config_21913017454725867.mst,127,27556
7,/scratch/yorig/mpils-results-grid-seconds-5/medium-1/4proc/seed-1/9_neos-3024952-loue_seed-1_20260503_025022/iterated_local_search/run_3_worker_1/mip_starts/mip_start_eval_4_config_17390335351184346553.mst,130,27538
8,/scratch/yorig/mpils-results-grid-seconds-5/medium-1/4proc/seed-1/9_neos-3024952-loue_seed-1_20260503_025022/iterated_local_search/run_3_worker_1/mip_starts/mip_start_eval_9_config_8157866520468833539.mst,135,27536
9,/scratch/yorig/mpils-results-grid-seconds-5/medium-1/4proc/seed-1/9_neos-3024952-loue_seed-1_20260503_025022/iterated_local_search/run_4_worker_1/mip_starts/mip_start_eval_1_config_12012376449736613326.mst,219,27482
10,/scratch/yorig/mpils-results-grid-seconds-5/medium-1/4proc/seed-1/9_neos-3024952-loue_seed-1_20260503_025022/iterated_local_search/run_4_worker_1/mip_starts/mip_start_eval_3_config_8429365344091950900.mst,221,27472
11,/scratch/yorig/mpils-results-grid-seconds-5/medium-1/4proc/seed-1/9_neos-3024952-loue_seed-1_20260503_025022/iterated_local_search/run_4_worker_1/mip_starts/mip_start_eval_6_config_2640010873081893820.mst,224,27462
12,/scratch/yorig/mpils-results-grid-seconds-5/medium-1/4proc/seed-1/9_neos-3024952-loue_seed-1_20260503_025022/iterated_local_search/run_4_worker_1/mip_starts/mip_start_eval_11_config_15700373608378616982.mst,229,27452
13,/scratch/yorig/mpils-results-grid-seconds-5/medium-1/4proc/seed-1/9_neos-3024952-loue_seed-1_20260503_025022/iterated_local_search/run_5_worker_1/mip_starts/mip_start_eval_1_config_12012376449736613326.mst,304,27422
