instance,seed,tuner_rc,best_configuration_present,output_dir,log_path
b1c1s1.mps,2,0,1,/scratch/yorig/mpils-results-grid-seconds-5-watchdog-mip-start/medium-1/2proc/seed-2/1_b1c1s1_seed-2_20260504_032519,/scratch/yorig/mpils-results-grid-seconds-5-watchdog-mip-start/medium-1/2proc/seed-2/1_b1c1s1_seed-2_20260504_032519/run.log
cost266-UUE.mps,2,0,1,/scratch/yorig/mpils-results-grid-seconds-5-watchdog-mip-start/medium-1/2proc/seed-2/2_cost266-UUE_seed-2_20260504_034256,/scratch/yorig/mpils-results-grid-seconds-5-watchdog-mip-start/medium-1/2proc/seed-2/2_cost266-UUE_seed-2_20260504_034256/run.log
csched007.mps,2,0,1,/scratch/yorig/mpils-results-grid-seconds-5-watchdog-mip-start/medium-1/2proc/seed-2/3_csched007_seed-2_20260504_040343,/scratch/yorig/mpils-results-grid-seconds-5-watchdog-mip-start/medium-1/2proc/seed-2/3_csched007_seed-2_20260504_040343/run.log
cvs16r128-89.mps,2,0,1,/scratch/yorig/mpils-results-grid-seconds-5-watchdog-mip-start/medium-1/2proc/seed-2/4_cvs16r128-89_seed-2_20260504_042244,/scratch/yorig/mpils-results-grid-seconds-5-watchdog-mip-start/medium-1/2proc/seed-2/4_cvs16r128-89_seed-2_20260504_042244/run.log
eilA101-2.mps,2,0,1,/scratch/yorig/mpils-results-grid-seconds-5-watchdog-mip-start/medium-1/2proc/seed-2/5_eilA101-2_seed-2_20260504_043942,/scratch/yorig/mpils-results-grid-seconds-5-watchdog-mip-start/medium-1/2proc/seed-2/5_eilA101-2_seed-2_20260504_043942/run.log
momentum1.mps,2,0,1,/scratch/yorig/mpils-results-grid-seconds-5-watchdog-mip-start/medium-1/2proc/seed-2/6_momentum1_seed-2_20260504_045800,/scratch/yorig/mpils-results-grid-seconds-5-watchdog-mip-start/medium-1/2proc/seed-2/6_momentum1_seed-2_20260504_045800/run.log
mushroom-best.mps,2,0,1,/scratch/yorig/mpils-results-grid-seconds-5-watchdog-mip-start/medium-1/2proc/seed-2/7_mushroom-best_seed-2_20260504_051606,/scratch/yorig/mpils-results-grid-seconds-5-watchdog-mip-start/medium-1/2proc/seed-2/7_mushroom-best_seed-2_20260504_051606/run.log
neos-1456979.mps,2,0,1,/scratch/yorig/mpils-results-grid-seconds-5-watchdog-mip-start/medium-1/2proc/seed-2/8_neos-1456979_seed-2_20260504_053538,/scratch/yorig/mpils-results-grid-seconds-5-watchdog-mip-start/medium-1/2proc/seed-2/8_neos-1456979_seed-2_20260504_053538/run.log
neos-3024952-loue.mps,2,0,1,/scratch/yorig/mpils-results-grid-seconds-5-watchdog-mip-start/medium-1/2proc/seed-2/9_neos-3024952-loue_seed-2_20260504_055533,/scratch/yorig/mpils-results-grid-seconds-5-watchdog-mip-start/medium-1/2proc/seed-2/9_neos-3024952-loue_seed-2_20260504_055533/run.log
neos-3555904-turama.mps,2,0,1,/scratch/yorig/mpils-results-grid-seconds-5-watchdog-mip-start/medium-1/2proc/seed-2/10_neos-3555904-turama_seed-2_20260504_061515,/scratch/yorig/mpils-results-grid-seconds-5-watchdog-mip-start/medium-1/2proc/seed-2/10_neos-3555904-turama_seed-2_20260504_061515/run.log
