instance,seed,tuner_rc,best_configuration_present,output_dir,log_path
csched008.mps,2,0,1,/scratch/yorig/mpils-results-grid-seconds-5-no-mip-start/easy/16proc/seed-2/1_csched008_seed-2_20260502_220247,/scratch/yorig/mpils-results-grid-seconds-5-no-mip-start/easy/16proc/seed-2/1_csched008_seed-2_20260502_220247/run.log
fastxgemm-n2r6s0t2.mps,2,0,1,/scratch/yorig/mpils-results-grid-seconds-5-no-mip-start/easy/16proc/seed-2/2_fastxgemm-n2r6s0t2_seed-2_20260502_220955,/scratch/yorig/mpils-results-grid-seconds-5-no-mip-start/easy/16proc/seed-2/2_fastxgemm-n2r6s0t2_seed-2_20260502_220955/run.log
glass4.mps,2,0,1,/scratch/yorig/mpils-results-grid-seconds-5-no-mip-start/easy/16proc/seed-2/3_glass4_seed-2_20260502_221903,/scratch/yorig/mpils-results-grid-seconds-5-no-mip-start/easy/16proc/seed-2/3_glass4_seed-2_20260502_221903/run.log
lotsize.mps,2,0,1,/scratch/yorig/mpils-results-grid-seconds-5-no-mip-start/easy/16proc/seed-2/4_lotsize_seed-2_20260502_222009,/scratch/yorig/mpils-results-grid-seconds-5-no-mip-start/easy/16proc/seed-2/4_lotsize_seed-2_20260502_222009/run.log
mas74.mps,2,0,1,/scratch/yorig/mpils-results-grid-seconds-5-no-mip-start/easy/16proc/seed-2/5_mas74_seed-2_20260502_223115,/scratch/yorig/mpils-results-grid-seconds-5-no-mip-start/easy/16proc/seed-2/5_mas74_seed-2_20260502_223115/run.log
neos-4413714-turia.mps,2,0,1,/scratch/yorig/mpils-results-grid-seconds-5-no-mip-start/easy/16proc/seed-2/6_neos-4413714-turia_seed-2_20260502_224558,/scratch/yorig/mpils-results-grid-seconds-5-no-mip-start/easy/16proc/seed-2/6_neos-4413714-turia_seed-2_20260502_224558/run.log
qap10.mps,2,0,1,/scratch/yorig/mpils-results-grid-seconds-5-no-mip-start/easy/16proc/seed-2/7_qap10_seed-2_20260502_225649,/scratch/yorig/mpils-results-grid-seconds-5-no-mip-start/easy/16proc/seed-2/7_qap10_seed-2_20260502_225649/run.log
rocI-4-11.mps,2,0,1,/scratch/yorig/mpils-results-grid-seconds-5-no-mip-start/easy/16proc/seed-2/8_rocI-4-11_seed-2_20260502_225656,/scratch/yorig/mpils-results-grid-seconds-5-no-mip-start/easy/16proc/seed-2/8_rocI-4-11_seed-2_20260502_225656/run.log
supportcase18.mps,2,0,1,/scratch/yorig/mpils-results-grid-seconds-5-no-mip-start/easy/16proc/seed-2/9_supportcase18_seed-2_20260502_225829,/scratch/yorig/mpils-results-grid-seconds-5-no-mip-start/easy/16proc/seed-2/9_supportcase18_seed-2_20260502_225829/run.log
supportcase33.mps,2,0,1,/scratch/yorig/mpils-results-grid-seconds-5-no-mip-start/easy/16proc/seed-2/10_supportcase33_seed-2_20260502_230537,/scratch/yorig/mpils-results-grid-seconds-5-no-mip-start/easy/16proc/seed-2/10_supportcase33_seed-2_20260502_230537/run.log
