MipStartID,MipStartFile,SourceEvalID,UpperBound
11,/scratch/yorig/mpils-results-grid-seconds-5/medium-2/24proc/seed-4/3_neos-5093327-huahum_seed-4_20260503_094754/iterated_local_search/run_5_worker_22/mip_starts/mip_start_eval_5_config_16162303425588378329.mst,2452,6398
10,/scratch/yorig/mpils-results-grid-seconds-5/medium-2/24proc/seed-4/3_neos-5093327-huahum_seed-4_20260503_094754/iterated_local_search/run_4_worker_15/mip_starts/mip_start_eval_7_config_1882255944506031917.mst,1647,6480
9,/scratch/yorig/mpils-results-grid-seconds-5/medium-2/24proc/seed-4/3_neos-5093327-huahum_seed-4_20260503_094754/iterated_local_search/run_4_worker_12/mip_starts/mip_start_eval_8_config_9760180622521070085.mst,1585,6584
8,/scratch/yorig/mpils-results-grid-seconds-5/medium-2/24proc/seed-4/3_neos-5093327-huahum_seed-4_20260503_094754/iterated_local_search/run_3_worker_4/mip_starts/mip_start_eval_18_config_14878294240785787423.mst,819,6614
7,/scratch/yorig/mpils-results-grid-seconds-5/medium-2/24proc/seed-4/3_neos-5093327-huahum_seed-4_20260503_094754/iterated_local_search/run_1_worker_2/mip_starts/mip_start_eval_1_config_11502841505915629043.mst,41,6626
6,/scratch/yorig/mpils-results-grid-seconds-5/medium-2/24proc/seed-4/3_neos-5093327-huahum_seed-4_20260503_094754/iterated_local_search/run_1_worker_0/mip_starts/mip_start_eval_13_config_17878160102696106270.mst,13,6826
5,/scratch/yorig/mpils-results-grid-seconds-5/medium-2/24proc/seed-4/3_neos-5093327-huahum_seed-4_20260503_094754/iterated_local_search/run_1_worker_0/mip_starts/mip_start_eval_10_config_15273498181807445162.mst,10,6826
4,/scratch/yorig/mpils-results-grid-seconds-5/medium-2/24proc/seed-4/3_neos-5093327-huahum_seed-4_20260503_094754/iterated_local_search/run_1_worker_0/mip_starts/mip_start_eval_7_config_2823934824078185206.mst,7,6826
3,/scratch/yorig/mpils-results-grid-seconds-5/medium-2/24proc/seed-4/3_neos-5093327-huahum_seed-4_20260503_094754/iterated_local_search/run_1_worker_0/mip_starts/mip_start_eval_6_config_844706301316953147.mst,6,6826
2,/scratch/yorig/mpils-results-grid-seconds-5/medium-2/24proc/seed-4/3_neos-5093327-huahum_seed-4_20260503_094754/iterated_local_search/run_1_worker_0/mip_starts/mip_start_eval_2_config_8683817217222751575.mst,2,6826
1,/scratch/yorig/mpils-results-grid-seconds-5/medium-2/24proc/seed-4/3_neos-5093327-huahum_seed-4_20260503_094754/iterated_local_search/run_1_worker_0/mip_starts/mip_start_eval_1_config_14921508010286178949.mst,1,6826
