instance,seed,tuner_rc,best_configuration_present,output_dir,log_path
b1c1s1.mps,1,0,1,/scratch/yorig/mpils-results-grid-ticks-10000-7may/medium-1/24proc-2pils/seed-1/1_b1c1s1_seed-1_20260510_011049,/scratch/yorig/mpils-results-grid-ticks-10000-7may/medium-1/24proc-2pils/seed-1/1_b1c1s1_seed-1_20260510_011049/run.log
cost266-UUE.mps,1,0,1,/scratch/yorig/mpils-results-grid-ticks-10000-7may/medium-1/24proc-2pils/seed-1/2_cost266-UUE_seed-1_20260510_011823,/scratch/yorig/mpils-results-grid-ticks-10000-7may/medium-1/24proc-2pils/seed-1/2_cost266-UUE_seed-1_20260510_011823/run.log
csched007.mps,1,137,0,/scratch/yorig/mpils-results-grid-ticks-10000-7may/medium-1/24proc-2pils/seed-1/3_csched007_seed-1_20260510_012614,/scratch/yorig/mpils-results-grid-ticks-10000-7may/medium-1/24proc-2pils/seed-1/3_csched007_seed-1_20260510_012614/run.log
cvs16r128-89.mps,1,0,1,/scratch/yorig/mpils-results-grid-ticks-10000-7may/medium-1/24proc-2pils/seed-1/4_cvs16r128-89_seed-1_20260510_013520,/scratch/yorig/mpils-results-grid-ticks-10000-7may/medium-1/24proc-2pils/seed-1/4_cvs16r128-89_seed-1_20260510_013520/run.log
eilA101-2.mps,1,0,1,/scratch/yorig/mpils-results-grid-ticks-10000-7may/medium-1/24proc-2pils/seed-1/5_eilA101-2_seed-1_20260510_014552,/scratch/yorig/mpils-results-grid-ticks-10000-7may/medium-1/24proc-2pils/seed-1/5_eilA101-2_seed-1_20260510_014552/run.log
momentum1.mps,1,0,1,/scratch/yorig/mpils-results-grid-ticks-10000-7may/medium-1/24proc-2pils/seed-1/6_momentum1_seed-1_20260510_020836,/scratch/yorig/mpils-results-grid-ticks-10000-7may/medium-1/24proc-2pils/seed-1/6_momentum1_seed-1_20260510_020836/run.log
mushroom-best.mps,1,0,1,/scratch/yorig/mpils-results-grid-ticks-10000-7may/medium-1/24proc-2pils/seed-1/7_mushroom-best_seed-1_20260510_021802,/scratch/yorig/mpils-results-grid-ticks-10000-7may/medium-1/24proc-2pils/seed-1/7_mushroom-best_seed-1_20260510_021802/run.log
neos-1456979.mps,1,0,1,/scratch/yorig/mpils-results-grid-ticks-10000-7may/medium-1/24proc-2pils/seed-1/8_neos-1456979_seed-1_20260510_022756,/scratch/yorig/mpils-results-grid-ticks-10000-7may/medium-1/24proc-2pils/seed-1/8_neos-1456979_seed-1_20260510_022756/run.log
neos-3024952-loue.mps,1,0,1,/scratch/yorig/mpils-results-grid-ticks-10000-7may/medium-1/24proc-2pils/seed-1/9_neos-3024952-loue_seed-1_20260510_023627,/scratch/yorig/mpils-results-grid-ticks-10000-7may/medium-1/24proc-2pils/seed-1/9_neos-3024952-loue_seed-1_20260510_023627/run.log
neos-3555904-turama.mps,1,0,1,/scratch/yorig/mpils-results-grid-ticks-10000-7may/medium-1/24proc-2pils/seed-1/10_neos-3555904-turama_seed-1_20260510_025039,/scratch/yorig/mpils-results-grid-ticks-10000-7may/medium-1/24proc-2pils/seed-1/10_neos-3555904-turama_seed-1_20260510_025039/run.log
