instance,seed,tuner_rc,best_configuration_present,output_dir,log_path
csched008.mps,3,0,1,/scratch/yorig/mpils-results-grid-seconds-5/easy/24proc/seed-3/1_csched008_seed-3_20260503_090911,/scratch/yorig/mpils-results-grid-seconds-5/easy/24proc/seed-3/1_csched008_seed-3_20260503_090911/run.log
fastxgemm-n2r6s0t2.mps,3,0,1,/scratch/yorig/mpils-results-grid-seconds-5/easy/24proc/seed-3/2_fastxgemm-n2r6s0t2_seed-3_20260503_091909,/scratch/yorig/mpils-results-grid-seconds-5/easy/24proc/seed-3/2_fastxgemm-n2r6s0t2_seed-3_20260503_091909/run.log
glass4.mps,3,0,1,/scratch/yorig/mpils-results-grid-seconds-5/easy/24proc/seed-3/3_glass4_seed-3_20260503_093016,/scratch/yorig/mpils-results-grid-seconds-5/easy/24proc/seed-3/3_glass4_seed-3_20260503_093016/run.log
lotsize.mps,3,0,1,/scratch/yorig/mpils-results-grid-seconds-5/easy/24proc/seed-3/4_lotsize_seed-3_20260503_093214,/scratch/yorig/mpils-results-grid-seconds-5/easy/24proc/seed-3/4_lotsize_seed-3_20260503_093214/run.log
mas74.mps,3,0,1,/scratch/yorig/mpils-results-grid-seconds-5/easy/24proc/seed-3/5_mas74_seed-3_20260503_094227,/scratch/yorig/mpils-results-grid-seconds-5/easy/24proc/seed-3/5_mas74_seed-3_20260503_094227/run.log
neos-4413714-turia.mps,3,0,1,/scratch/yorig/mpils-results-grid-seconds-5/easy/24proc/seed-3/6_neos-4413714-turia_seed-3_20260503_095619,/scratch/yorig/mpils-results-grid-seconds-5/easy/24proc/seed-3/6_neos-4413714-turia_seed-3_20260503_095619/run.log
qap10.mps,3,0,1,/scratch/yorig/mpils-results-grid-seconds-5/easy/24proc/seed-3/7_qap10_seed-3_20260503_100623,/scratch/yorig/mpils-results-grid-seconds-5/easy/24proc/seed-3/7_qap10_seed-3_20260503_100623/run.log
rocI-4-11.mps,3,0,1,/scratch/yorig/mpils-results-grid-seconds-5/easy/24proc/seed-3/8_rocI-4-11_seed-3_20260503_100631,/scratch/yorig/mpils-results-grid-seconds-5/easy/24proc/seed-3/8_rocI-4-11_seed-3_20260503_100631/run.log
supportcase18.mps,3,0,1,/scratch/yorig/mpils-results-grid-seconds-5/easy/24proc/seed-3/9_supportcase18_seed-3_20260503_100921,/scratch/yorig/mpils-results-grid-seconds-5/easy/24proc/seed-3/9_supportcase18_seed-3_20260503_100921/run.log
supportcase33.mps,3,0,1,/scratch/yorig/mpils-results-grid-seconds-5/easy/24proc/seed-3/10_supportcase33_seed-3_20260503_100928,/scratch/yorig/mpils-results-grid-seconds-5/easy/24proc/seed-3/10_supportcase33_seed-3_20260503_100928/run.log
