instance,seed,tuner_rc,best_configuration_present,output_dir,log_path
csched008.mps,4,0,1,/scratch/yorig/mpils-results-grid-seconds-5-watchdog/easy/1proc/seed-4/1_csched008_seed-4_20260504_043558,/scratch/yorig/mpils-results-grid-seconds-5-watchdog/easy/1proc/seed-4/1_csched008_seed-4_20260504_043558/run.log
fastxgemm-n2r6s0t2.mps,4,0,1,/scratch/yorig/mpils-results-grid-seconds-5-watchdog/easy/1proc/seed-4/2_fastxgemm-n2r6s0t2_seed-4_20260504_050047,/scratch/yorig/mpils-results-grid-seconds-5-watchdog/easy/1proc/seed-4/2_fastxgemm-n2r6s0t2_seed-4_20260504_050047/run.log
glass4.mps,4,0,1,/scratch/yorig/mpils-results-grid-seconds-5-watchdog/easy/1proc/seed-4/3_glass4_seed-4_20260504_052710,/scratch/yorig/mpils-results-grid-seconds-5-watchdog/easy/1proc/seed-4/3_glass4_seed-4_20260504_052710/run.log
lotsize.mps,4,0,1,/scratch/yorig/mpils-results-grid-seconds-5-watchdog/easy/1proc/seed-4/4_lotsize_seed-4_20260504_055421,/scratch/yorig/mpils-results-grid-seconds-5-watchdog/easy/1proc/seed-4/4_lotsize_seed-4_20260504_055421/run.log
mas74.mps,4,0,1,/scratch/yorig/mpils-results-grid-seconds-5-watchdog/easy/1proc/seed-4/5_mas74_seed-4_20260504_061742,/scratch/yorig/mpils-results-grid-seconds-5-watchdog/easy/1proc/seed-4/5_mas74_seed-4_20260504_061742/run.log
neos-4413714-turia.mps,4,0,1,/scratch/yorig/mpils-results-grid-seconds-5-watchdog/easy/1proc/seed-4/6_neos-4413714-turia_seed-4_20260504_064618,/scratch/yorig/mpils-results-grid-seconds-5-watchdog/easy/1proc/seed-4/6_neos-4413714-turia_seed-4_20260504_064618/run.log
qap10.mps,4,0,1,/scratch/yorig/mpils-results-grid-seconds-5-watchdog/easy/1proc/seed-4/7_qap10_seed-4_20260504_071136,/scratch/yorig/mpils-results-grid-seconds-5-watchdog/easy/1proc/seed-4/7_qap10_seed-4_20260504_071136/run.log
rocI-4-11.mps,4,0,1,/scratch/yorig/mpils-results-grid-seconds-5-watchdog/easy/1proc/seed-4/8_rocI-4-11_seed-4_20260504_071311,/scratch/yorig/mpils-results-grid-seconds-5-watchdog/easy/1proc/seed-4/8_rocI-4-11_seed-4_20260504_071311/run.log
supportcase18.mps,4,0,1,/scratch/yorig/mpils-results-grid-seconds-5-watchdog/easy/1proc/seed-4/9_supportcase18_seed-4_20260504_071938,/scratch/yorig/mpils-results-grid-seconds-5-watchdog/easy/1proc/seed-4/9_supportcase18_seed-4_20260504_071938/run.log
supportcase33.mps,4,0,1,/scratch/yorig/mpils-results-grid-seconds-5-watchdog/easy/1proc/seed-4/10_supportcase33_seed-4_20260504_074051,/scratch/yorig/mpils-results-grid-seconds-5-watchdog/easy/1proc/seed-4/10_supportcase33_seed-4_20260504_074051/run.log
