MipStartID,MipStartFile,SourceEvalID,UpperBound
14,/scratch/yorig/mpils-results-grid-seconds-5/medium-1/4proc/seed-4/3_csched007_seed-4_20260503_005911/iterated_local_search/run_5_worker_1/mip_starts/mip_start_eval_4_config_10837027611911076972.mst,463,353
1,/scratch/yorig/mpils-results-grid-seconds-5/medium-1/4proc/seed-4/3_csched007_seed-4_20260503_005911/iterated_local_search/run_1_worker_0/mip_starts/mip_start_eval_1_config_14921508010286178949.mst,1,450
2,/scratch/yorig/mpils-results-grid-seconds-5/medium-1/4proc/seed-4/3_csched007_seed-4_20260503_005911/iterated_local_search/run_1_worker_0/mip_starts/mip_start_eval_6_config_5522176685013083009.mst,6,445
3,/scratch/yorig/mpils-results-grid-seconds-5/medium-1/4proc/seed-4/3_csched007_seed-4_20260503_005911/iterated_local_search/run_1_worker_0/mip_starts/mip_start_eval_7_config_1780791087447371752.mst,7,411
4,/scratch/yorig/mpils-results-grid-seconds-5/medium-1/4proc/seed-4/3_csched007_seed-4_20260503_005911/iterated_local_search/run_1_worker_0/mip_starts/mip_start_eval_12_config_3242084844751768705.mst,12,383
5,/scratch/yorig/mpils-results-grid-seconds-5/medium-1/4proc/seed-4/3_csched007_seed-4_20260503_005911/iterated_local_search/run_1_worker_1/mip_starts/mip_start_eval_8_config_15533950512579999603.mst,28,377
6,/scratch/yorig/mpils-results-grid-seconds-5/medium-1/4proc/seed-4/3_csched007_seed-4_20260503_005911/iterated_local_search/run_1_worker_1/mip_starts/mip_start_eval_9_config_2295373435526878689.mst,29,374
7,/scratch/yorig/mpils-results-grid-seconds-5/medium-1/4proc/seed-4/3_csched007_seed-4_20260503_005911/iterated_local_search/run_1_worker_1/mip_starts/mip_start_eval_10_config_7468409628550875616.mst,30,365
8,/scratch/yorig/mpils-results-grid-seconds-5/medium-1/4proc/seed-4/3_csched007_seed-4_20260503_005911/iterated_local_search/run_2_worker_1/mip_starts/mip_start_eval_1_config_7468409628550875617.mst,150,364
9,/scratch/yorig/mpils-results-grid-seconds-5/medium-1/4proc/seed-4/3_csched007_seed-4_20260503_005911/iterated_local_search/run_3_worker_1/mip_starts/mip_start_eval_1_config_10703956664121592070.mst,242,363
10,/scratch/yorig/mpils-results-grid-seconds-5/medium-1/4proc/seed-4/3_csched007_seed-4_20260503_005911/iterated_local_search/run_4_worker_1/mip_starts/mip_start_eval_28_config_15124411950864665998.mst,361,362
11,/scratch/yorig/mpils-results-grid-seconds-5/medium-1/4proc/seed-4/3_csched007_seed-4_20260503_005911/iterated_local_search/run_4_worker_2/mip_starts/mip_start_eval_3_config_16306829789308726895.mst,366,356
12,/scratch/yorig/mpils-results-grid-seconds-5/medium-1/4proc/seed-4/3_csched007_seed-4_20260503_005911/iterated_local_search/run_5_worker_1/mip_starts/mip_start_eval_1_config_2679653401768936850.mst,460,355
13,/scratch/yorig/mpils-results-grid-seconds-5/medium-1/4proc/seed-4/3_csched007_seed-4_20260503_005911/iterated_local_search/run_5_worker_1/mip_starts/mip_start_eval_2_config_6318184428823803088.mst,461,354
