instance,seed,tuner_rc,best_configuration_present,output_dir,log_path
csched008.mps,1,0,1,/scratch/yorig/mpils-results-grid-ticks-10000-7may/easy/2proc/seed-1/1_csched008_seed-1_20260509_042939,/scratch/yorig/mpils-results-grid-ticks-10000-7may/easy/2proc/seed-1/1_csched008_seed-1_20260509_042939/run.log
fastxgemm-n2r6s0t2.mps,1,0,1,/scratch/yorig/mpils-results-grid-ticks-10000-7may/easy/2proc/seed-1/2_fastxgemm-n2r6s0t2_seed-1_20260509_051344,/scratch/yorig/mpils-results-grid-ticks-10000-7may/easy/2proc/seed-1/2_fastxgemm-n2r6s0t2_seed-1_20260509_051344/run.log
glass4.mps,1,0,1,/scratch/yorig/mpils-results-grid-ticks-10000-7may/easy/2proc/seed-1/3_glass4_seed-1_20260509_060649,/scratch/yorig/mpils-results-grid-ticks-10000-7may/easy/2proc/seed-1/3_glass4_seed-1_20260509_060649/run.log
lotsize.mps,1,0,1,/scratch/yorig/mpils-results-grid-ticks-10000-7may/easy/2proc/seed-1/4_lotsize_seed-1_20260509_060853,/scratch/yorig/mpils-results-grid-ticks-10000-7may/easy/2proc/seed-1/4_lotsize_seed-1_20260509_060853/run.log
mas74.mps,1,0,1,/scratch/yorig/mpils-results-grid-ticks-10000-7may/easy/2proc/seed-1/5_mas74_seed-1_20260509_065250,/scratch/yorig/mpils-results-grid-ticks-10000-7may/easy/2proc/seed-1/5_mas74_seed-1_20260509_065250/run.log
neos-4413714-turia.mps,1,0,1,/scratch/yorig/mpils-results-grid-ticks-10000-7may/easy/2proc/seed-1/6_neos-4413714-turia_seed-1_20260509_083737,/scratch/yorig/mpils-results-grid-ticks-10000-7may/easy/2proc/seed-1/6_neos-4413714-turia_seed-1_20260509_083737/run.log
qap10.mps,1,0,1,/scratch/yorig/mpils-results-grid-ticks-10000-7may/easy/2proc/seed-1/7_qap10_seed-1_20260509_090851,/scratch/yorig/mpils-results-grid-ticks-10000-7may/easy/2proc/seed-1/7_qap10_seed-1_20260509_090851/run.log
rocI-4-11.mps,1,0,1,/scratch/yorig/mpils-results-grid-ticks-10000-7may/easy/2proc/seed-1/8_rocI-4-11_seed-1_20260509_090930,/scratch/yorig/mpils-results-grid-ticks-10000-7may/easy/2proc/seed-1/8_rocI-4-11_seed-1_20260509_090930/run.log
supportcase18.mps,1,0,1,/scratch/yorig/mpils-results-grid-ticks-10000-7may/easy/2proc/seed-1/9_supportcase18_seed-1_20260509_091051,/scratch/yorig/mpils-results-grid-ticks-10000-7may/easy/2proc/seed-1/9_supportcase18_seed-1_20260509_091051/run.log
supportcase33.mps,1,0,1,/scratch/yorig/mpils-results-grid-ticks-10000-7may/easy/2proc/seed-1/10_supportcase33_seed-1_20260509_094724,/scratch/yorig/mpils-results-grid-ticks-10000-7may/easy/2proc/seed-1/10_supportcase33_seed-1_20260509_094724/run.log
