instance,seed,tuner_rc,best_configuration_present,output_dir,log_path
csched008.mps,8,0,1,/scratch/yorig/mpils-results-grid-ticks-10000/easy/1proc/seed-8/1_csched008_seed-8_20260426_064839,/scratch/yorig/mpils-results-grid-ticks-10000/easy/1proc/seed-8/1_csched008_seed-8_20260426_064839/run.log
fastxgemm-n2r6s0t2.mps,8,0,1,/scratch/yorig/mpils-results-grid-ticks-10000/easy/1proc/seed-8/2_fastxgemm-n2r6s0t2_seed-8_20260426_071534,/scratch/yorig/mpils-results-grid-ticks-10000/easy/1proc/seed-8/2_fastxgemm-n2r6s0t2_seed-8_20260426_071534/run.log
glass4.mps,8,0,1,/scratch/yorig/mpils-results-grid-ticks-10000/easy/1proc/seed-8/3_glass4_seed-8_20260426_074603,/scratch/yorig/mpils-results-grid-ticks-10000/easy/1proc/seed-8/3_glass4_seed-8_20260426_074603/run.log
lotsize.mps,8,0,1,/scratch/yorig/mpils-results-grid-ticks-10000/easy/1proc/seed-8/4_lotsize_seed-8_20260426_075043,/scratch/yorig/mpils-results-grid-ticks-10000/easy/1proc/seed-8/4_lotsize_seed-8_20260426_075043/run.log
mas74.mps,8,0,1,/scratch/yorig/mpils-results-grid-ticks-10000/easy/1proc/seed-8/5_mas74_seed-8_20260426_082505,/scratch/yorig/mpils-results-grid-ticks-10000/easy/1proc/seed-8/5_mas74_seed-8_20260426_082505/run.log
neos-4413714-turia.mps,8,0,1,/scratch/yorig/mpils-results-grid-ticks-10000/easy/1proc/seed-8/6_neos-4413714-turia_seed-8_20260426_092927,/scratch/yorig/mpils-results-grid-ticks-10000/easy/1proc/seed-8/6_neos-4413714-turia_seed-8_20260426_092927/run.log
qap10.mps,8,0,1,/scratch/yorig/mpils-results-grid-ticks-10000/easy/1proc/seed-8/7_qap10_seed-8_20260426_100716,/scratch/yorig/mpils-results-grid-ticks-10000/easy/1proc/seed-8/7_qap10_seed-8_20260426_100716/run.log
rocI-4-11.mps,8,0,1,/scratch/yorig/mpils-results-grid-ticks-10000/easy/1proc/seed-8/8_rocI-4-11_seed-8_20260426_100748,/scratch/yorig/mpils-results-grid-ticks-10000/easy/1proc/seed-8/8_rocI-4-11_seed-8_20260426_100748/run.log
supportcase18.mps,8,0,1,/scratch/yorig/mpils-results-grid-ticks-10000/easy/1proc/seed-8/9_supportcase18_seed-8_20260426_100926,/scratch/yorig/mpils-results-grid-ticks-10000/easy/1proc/seed-8/9_supportcase18_seed-8_20260426_100926/run.log
supportcase33.mps,8,0,1,/scratch/yorig/mpils-results-grid-ticks-10000/easy/1proc/seed-8/10_supportcase33_seed-8_20260426_103258,/scratch/yorig/mpils-results-grid-ticks-10000/easy/1proc/seed-8/10_supportcase33_seed-8_20260426_103258/run.log
