instance,seed,tuner_rc,best_configuration_present,output_dir,log_path
b1c1s1.mps,9,0,1,/scratch/yorig/mpils-results-grid-ticks-10000-divide/medium-1/32proc/seed-9/1_b1c1s1_seed-9_20260427_072515,/scratch/yorig/mpils-results-grid-ticks-10000-divide/medium-1/32proc/seed-9/1_b1c1s1_seed-9_20260427_072515/run.log
cost266-UUE.mps,9,0,1,/scratch/yorig/mpils-results-grid-ticks-10000-divide/medium-1/32proc/seed-9/2_cost266-UUE_seed-9_20260427_073817,/scratch/yorig/mpils-results-grid-ticks-10000-divide/medium-1/32proc/seed-9/2_cost266-UUE_seed-9_20260427_073817/run.log
csched007.mps,9,0,1,/scratch/yorig/mpils-results-grid-ticks-10000-divide/medium-1/32proc/seed-9/3_csched007_seed-9_20260427_075038,/scratch/yorig/mpils-results-grid-ticks-10000-divide/medium-1/32proc/seed-9/3_csched007_seed-9_20260427_075038/run.log
cvs16r128-89.mps,9,0,1,/scratch/yorig/mpils-results-grid-ticks-10000-divide/medium-1/32proc/seed-9/4_cvs16r128-89_seed-9_20260427_080522,/scratch/yorig/mpils-results-grid-ticks-10000-divide/medium-1/32proc/seed-9/4_cvs16r128-89_seed-9_20260427_080522/run.log
eilA101-2.mps,9,0,1,/scratch/yorig/mpils-results-grid-ticks-10000-divide/medium-1/32proc/seed-9/5_eilA101-2_seed-9_20260427_082000,/scratch/yorig/mpils-results-grid-ticks-10000-divide/medium-1/32proc/seed-9/5_eilA101-2_seed-9_20260427_082000/run.log
momentum1.mps,9,0,1,/scratch/yorig/mpils-results-grid-ticks-10000-divide/medium-1/32proc/seed-9/6_momentum1_seed-9_20260427_090941,/scratch/yorig/mpils-results-grid-ticks-10000-divide/medium-1/32proc/seed-9/6_momentum1_seed-9_20260427_090941/run.log
mushroom-best.mps,9,0,1,/scratch/yorig/mpils-results-grid-ticks-10000-divide/medium-1/32proc/seed-9/7_mushroom-best_seed-9_20260427_092641,/scratch/yorig/mpils-results-grid-ticks-10000-divide/medium-1/32proc/seed-9/7_mushroom-best_seed-9_20260427_092641/run.log
neos-1456979.mps,9,0,1,/scratch/yorig/mpils-results-grid-ticks-10000-divide/medium-1/32proc/seed-9/8_neos-1456979_seed-9_20260427_100101,/scratch/yorig/mpils-results-grid-ticks-10000-divide/medium-1/32proc/seed-9/8_neos-1456979_seed-9_20260427_100101/run.log
neos-3024952-loue.mps,9,0,1,/scratch/yorig/mpils-results-grid-ticks-10000-divide/medium-1/32proc/seed-9/9_neos-3024952-loue_seed-9_20260427_101226,/scratch/yorig/mpils-results-grid-ticks-10000-divide/medium-1/32proc/seed-9/9_neos-3024952-loue_seed-9_20260427_101226/run.log
neos-3555904-turama.mps,9,0,1,/scratch/yorig/mpils-results-grid-ticks-10000-divide/medium-1/32proc/seed-9/10_neos-3555904-turama_seed-9_20260427_102515,/scratch/yorig/mpils-results-grid-ticks-10000-divide/medium-1/32proc/seed-9/10_neos-3555904-turama_seed-9_20260427_102515/run.log
