MipStartID,MipStartFile,SourceEvalID,UpperBound
10,/scratch/yorig/mpils-results-grid-seconds-10-no-mip-start/medium-1/4proc/seed-5/8_neos-1456979_seed-5_20260503_040202/iterated_local_search/run_8_worker_1/mip_starts/mip_start_eval_9_config_17278497963753337315.mst,709,177
9,/scratch/yorig/mpils-results-grid-seconds-10-no-mip-start/medium-1/4proc/seed-5/8_neos-1456979_seed-5_20260503_040202/iterated_local_search/run_5_worker_1/mip_starts/mip_start_eval_2_config_620652493748789444.mst,425,178
8,/scratch/yorig/mpils-results-grid-seconds-10-no-mip-start/medium-1/4proc/seed-5/8_neos-1456979_seed-5_20260503_040202/iterated_local_search/run_4_worker_1/mip_starts/mip_start_eval_24_config_165624650839953897.mst,316,179
7,/scratch/yorig/mpils-results-grid-seconds-10-no-mip-start/medium-1/4proc/seed-5/8_neos-1456979_seed-5_20260503_040202/iterated_local_search/run_1_worker_2/mip_starts/mip_start_eval_17_config_721876719732245713.mst,57,180
6,/scratch/yorig/mpils-results-grid-seconds-10-no-mip-start/medium-1/4proc/seed-5/8_neos-1456979_seed-5_20260503_040202/iterated_local_search/run_1_worker_2/mip_starts/mip_start_eval_2_config_15558195506789843468.mst,42,181
5,/scratch/yorig/mpils-results-grid-seconds-10-no-mip-start/medium-1/4proc/seed-5/8_neos-1456979_seed-5_20260503_040202/iterated_local_search/run_1_worker_1/mip_starts/mip_start_eval_5_config_7817983787208395117.mst,25,191
4,/scratch/yorig/mpils-results-grid-seconds-10-no-mip-start/medium-1/4proc/seed-5/8_neos-1456979_seed-5_20260503_040202/iterated_local_search/run_1_worker_0/mip_starts/mip_start_eval_20_config_8129403962934073489.mst,20,194
3,/scratch/yorig/mpils-results-grid-seconds-10-no-mip-start/medium-1/4proc/seed-5/8_neos-1456979_seed-5_20260503_040202/iterated_local_search/run_1_worker_0/mip_starts/mip_start_eval_15_config_12108743112060498317.mst,15,195
2,/scratch/yorig/mpils-results-grid-seconds-10-no-mip-start/medium-1/4proc/seed-5/8_neos-1456979_seed-5_20260503_040202/iterated_local_search/run_1_worker_0/mip_starts/mip_start_eval_4_config_12911295086759950527.mst,4,202
1,/scratch/yorig/mpils-results-grid-seconds-10-no-mip-start/medium-1/4proc/seed-5/8_neos-1456979_seed-5_20260503_040202/iterated_local_search/run_1_worker_0/mip_starts/mip_start_eval_1_config_14921508010286178949.mst,1,203
