instance,seed,tuner_rc,best_configuration_present,output_dir,log_path
csched008.mps,2,0,1,/scratch/yorig/mpils-results-grid-ticks-10000-7may/easy/16proc/seed-2/1_csched008_seed-2_20260509_040334,/scratch/yorig/mpils-results-grid-ticks-10000-7may/easy/16proc/seed-2/1_csched008_seed-2_20260509_040334/run.log
fastxgemm-n2r6s0t2.mps,2,0,1,/scratch/yorig/mpils-results-grid-ticks-10000-7may/easy/16proc/seed-2/2_fastxgemm-n2r6s0t2_seed-2_20260509_041902,/scratch/yorig/mpils-results-grid-ticks-10000-7may/easy/16proc/seed-2/2_fastxgemm-n2r6s0t2_seed-2_20260509_041902/run.log
glass4.mps,2,0,1,/scratch/yorig/mpils-results-grid-ticks-10000-7may/easy/16proc/seed-2/3_glass4_seed-2_20260509_043249,/scratch/yorig/mpils-results-grid-ticks-10000-7may/easy/16proc/seed-2/3_glass4_seed-2_20260509_043249/run.log
lotsize.mps,2,0,1,/scratch/yorig/mpils-results-grid-ticks-10000-7may/easy/16proc/seed-2/4_lotsize_seed-2_20260509_043441,/scratch/yorig/mpils-results-grid-ticks-10000-7may/easy/16proc/seed-2/4_lotsize_seed-2_20260509_043441/run.log
mas74.mps,2,0,1,/scratch/yorig/mpils-results-grid-ticks-10000-7may/easy/16proc/seed-2/5_mas74_seed-2_20260509_045328,/scratch/yorig/mpils-results-grid-ticks-10000-7may/easy/16proc/seed-2/5_mas74_seed-2_20260509_045328/run.log
neos-4413714-turia.mps,2,0,1,/scratch/yorig/mpils-results-grid-ticks-10000-7may/easy/16proc/seed-2/6_neos-4413714-turia_seed-2_20260509_055030,/scratch/yorig/mpils-results-grid-ticks-10000-7may/easy/16proc/seed-2/6_neos-4413714-turia_seed-2_20260509_055030/run.log
qap10.mps,2,0,1,/scratch/yorig/mpils-results-grid-ticks-10000-7may/easy/16proc/seed-2/7_qap10_seed-2_20260509_060828,/scratch/yorig/mpils-results-grid-ticks-10000-7may/easy/16proc/seed-2/7_qap10_seed-2_20260509_060828/run.log
rocI-4-11.mps,2,0,1,/scratch/yorig/mpils-results-grid-ticks-10000-7may/easy/16proc/seed-2/8_rocI-4-11_seed-2_20260509_060836,/scratch/yorig/mpils-results-grid-ticks-10000-7may/easy/16proc/seed-2/8_rocI-4-11_seed-2_20260509_060836/run.log
supportcase18.mps,2,0,1,/scratch/yorig/mpils-results-grid-ticks-10000-7may/easy/16proc/seed-2/9_supportcase18_seed-2_20260509_060858,/scratch/yorig/mpils-results-grid-ticks-10000-7may/easy/16proc/seed-2/9_supportcase18_seed-2_20260509_060858/run.log
supportcase33.mps,2,0,1,/scratch/yorig/mpils-results-grid-ticks-10000-7may/easy/16proc/seed-2/10_supportcase33_seed-2_20260509_060942,/scratch/yorig/mpils-results-grid-ticks-10000-7may/easy/16proc/seed-2/10_supportcase33_seed-2_20260509_060942/run.log
