instance,seed,tuner_rc,best_configuration_present,output_dir,log_path
b1c1s1.mps,1,0,1,/scratch/yorig/mpils-results-grid-seconds-5-no-mip-start/medium-1/16proc/seed-1/1_b1c1s1_seed-1_20260502_221048,/scratch/yorig/mpils-results-grid-seconds-5-no-mip-start/medium-1/16proc/seed-1/1_b1c1s1_seed-1_20260502_221048/run.log
cost266-UUE.mps,1,0,1,/scratch/yorig/mpils-results-grid-seconds-5-no-mip-start/medium-1/16proc/seed-1/2_cost266-UUE_seed-1_20260502_222340,/scratch/yorig/mpils-results-grid-seconds-5-no-mip-start/medium-1/16proc/seed-1/2_cost266-UUE_seed-1_20260502_222340/run.log
csched007.mps,1,0,1,/scratch/yorig/mpils-results-grid-seconds-5-no-mip-start/medium-1/16proc/seed-1/3_csched007_seed-1_20260502_223236,/scratch/yorig/mpils-results-grid-seconds-5-no-mip-start/medium-1/16proc/seed-1/3_csched007_seed-1_20260502_223236/run.log
cvs16r128-89.mps,1,0,1,/scratch/yorig/mpils-results-grid-seconds-5-no-mip-start/medium-1/16proc/seed-1/4_cvs16r128-89_seed-1_20260502_224637,/scratch/yorig/mpils-results-grid-seconds-5-no-mip-start/medium-1/16proc/seed-1/4_cvs16r128-89_seed-1_20260502_224637/run.log
eilA101-2.mps,1,0,1,/scratch/yorig/mpils-results-grid-seconds-5-no-mip-start/medium-1/16proc/seed-1/5_eilA101-2_seed-1_20260502_225747,/scratch/yorig/mpils-results-grid-seconds-5-no-mip-start/medium-1/16proc/seed-1/5_eilA101-2_seed-1_20260502_225747/run.log
momentum1.mps,1,0,1,/scratch/yorig/mpils-results-grid-seconds-5-no-mip-start/medium-1/16proc/seed-1/6_momentum1_seed-1_20260502_233334,/scratch/yorig/mpils-results-grid-seconds-5-no-mip-start/medium-1/16proc/seed-1/6_momentum1_seed-1_20260502_233334/run.log
mushroom-best.mps,1,0,1,/scratch/yorig/mpils-results-grid-seconds-5-no-mip-start/medium-1/16proc/seed-1/7_mushroom-best_seed-1_20260502_234235,/scratch/yorig/mpils-results-grid-seconds-5-no-mip-start/medium-1/16proc/seed-1/7_mushroom-best_seed-1_20260502_234235/run.log
neos-1456979.mps,1,0,1,/scratch/yorig/mpils-results-grid-seconds-5-no-mip-start/medium-1/16proc/seed-1/8_neos-1456979_seed-1_20260502_235548,/scratch/yorig/mpils-results-grid-seconds-5-no-mip-start/medium-1/16proc/seed-1/8_neos-1456979_seed-1_20260502_235548/run.log
neos-3024952-loue.mps,1,0,1,/scratch/yorig/mpils-results-grid-seconds-5-no-mip-start/medium-1/16proc/seed-1/9_neos-3024952-loue_seed-1_20260503_000848,/scratch/yorig/mpils-results-grid-seconds-5-no-mip-start/medium-1/16proc/seed-1/9_neos-3024952-loue_seed-1_20260503_000848/run.log
neos-3555904-turama.mps,1,0,1,/scratch/yorig/mpils-results-grid-seconds-5-no-mip-start/medium-1/16proc/seed-1/10_neos-3555904-turama_seed-1_20260503_001824,/scratch/yorig/mpils-results-grid-seconds-5-no-mip-start/medium-1/16proc/seed-1/10_neos-3555904-turama_seed-1_20260503_001824/run.log
